"TPR","FPR","F1"
1,0.912798059077176,0.195787005645236
1,0.971867678257909,0.186101751746555
1,0.92,0.194552529182879
1,0.958,0.18828845791753
1,0.930888888888889,0.192715359414145
1,0.955111111111111,0.18875047187618
1,0.974444444444444,0.185701021355618
1,0.912222222222222,0.19588638589618
1,0.925555555555556,0.193610842207164
1,0.968444444444444,0.186636804777902
1,0.971333333333333,0.18618506795755
1,0.948888888888889,0.189753320683112
1,0.978222222222222,0.185116623472788
1,0.923111111111111,0.194024058983314
1,0.975111111111111,0.185597624350408
1,0.972444444444444,0.186011904761905
1,0.833777777777778,0.21043771043771
1,0.992222222222222,0.182982616651418
1,0.936888888888889,0.191717791411043
1,0.974888888888889,0.185632077222944
1,0.929777777777778,0.192901234567901
1,0.939111111111111,0.191350937619594
1,0.954222222222222,0.188893086513034
1,0.944888888888889,0.19040365575019
1,0.755111111111111,0.22737608003638
1,0.956222222222222,0.188572506128606
1,0.940222222222222,0.191168036704263
1,0.892222222222222,0.199401794616152
1,0.957333333333333,0.188394875659382
1,0.977777777777778,0.185185185185185
1,0.937555555555556,0.191607587660471
1,0.992888888888889,0.182882223847842
1,0.957333333333333,0.188394875659382
1,0.956888888888889,0.188465887674331
1,0.952444444444444,0.189178963299281
1,0.970444444444444,0.186323830817962
1,0.936444444444444,0.191791331031837
1,0.984666666666667,0.184128153194623
1,0.963333333333333,0.187441424554827
1,0.968666666666667,0.186601977980967
1,0.981555555555556,0.184604024367731
1,0.949111111111111,0.189717321191425
1,0.946,0.190222560395663
1,0.936,0.191864927091328
1,0.986666666666667,0.183823529411765
1,0.950666666666667,0.189465706707086
1,0.985111111111111,0.184060371801951
1,0.965333333333333,0.187125748502994
1,0.956888888888889,0.188465887674331
1,0.976222222222222,0.185425551641016
