"TPR","FPR","F1"
1,0.209513630930692,0.514718017045285
1,0.219829769517687,0.502706076150815
1,0.208,0.516528925619835
1,0.201333333333333,0.524658971668416
1,0.220666666666667,0.501756146512794
1,0.210444444444444,0.513610683102209
1,0.214222222222222,0.509164969450102
1,0.216444444444444,0.506585612968592
1,0.212,0.511770726714432
1,0.217555555555556,0.505305709954522
1,0.205333333333333,0.51975051975052
1,0.202,0.523834468308015
1,0.208222222222222,0.516262261228704
1,0.213777777777778,0.509683995922528
1,0.208444444444444,0.515995872033024
1,0.21,0.51413881748072
1,0.208888888888889,0.515463917525773
1,0.207777777777778,0.516795865633075
1,0.220444444444444,0.502008032128515
1,0.217777777777778,0.505050505050505
1,0.209555555555556,0.51466803911477
1,0.212222222222222,0.51150895140665
1,0.206666666666667,0.518134715025906
1,0.215111111111111,0.508130081300813
1,0.199555555555556,0.526870389884088
1,0.218888888888889,0.503778337531486
1,0.208222222222222,0.516262261228704
1,0.205777777777778,0.519210799584631
1,0.218888888888889,0.503778337531486
1,0.205333333333333,0.51975051975052
1,0.204222222222222,0.521104742053153
1,0.202222222222222,0.523560209424084
1,0.211777777777778,0.512032770097286
1,0.206444444444444,0.518403317781234
1,0.220666666666667,0.501756146512794
1,0.210222222222222,0.513874614594039
1,0.219555555555556,0.503018108651911
1,0.209555555555556,0.51466803911477
1,0.209555555555556,0.51466803911477
1,0.227111111111111,0.494559841740851
1,0.217111111111111,0.505816894284269
1,0.204666666666667,0.520562207183758
1,0.220222222222222,0.502260170768458
1,0.241111111111111,0.479616306954437
1,0.210444444444444,0.513610683102209
1,0.226888888888889,0.49480455220188
1,0.200444444444444,0.525762355415353
1,0.204,0.521376433785193
1,0.200222222222222,0.52603892688059
1,0.213111111111111,0.510464522715671
