"method","jaccard"
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
"SPARK-PASTE",0.996
