"method","jaccard"
"GASTON-Inter",0.371861370831269
"GASTON-Inter",0.360401373299016
"GASTON-Inter",0.371640902148214
"GASTON-Inter",0.364302141283488
"GASTON-Inter",0.371028711173024
"GASTON-Inter",0.360842183828252
"GASTON-Inter",0.375212054811587
"GASTON-Inter",0.363750528133669
"GASTON-Inter",0.352388839918022
"GASTON-Inter",0.366890677836551
"GASTON-Inter",0.353179497372182
"GASTON-Inter",0.367734661438137
"GASTON-Inter",0.355816894628177
"GASTON-Inter",0.35526206556499
"GASTON-Inter",0.372094198522972
"GASTON-Inter",0.35856287607176
"GASTON-Inter",0.35686347164925
"GASTON-Inter",0.340765791789546
"GASTON-Inter",0.351617456314804
"GASTON-Inter",0.376204306018696
"GASTON-Inter",0.344744278029852
"GASTON-Inter",0.346731861286362
"GASTON-Inter",0.368107655532175
"GASTON-Inter",0.375237633684747
"GASTON-Inter",0.356252685829606
"GASTON-Inter",0.339147212772612
"GASTON-Inter",0.359424511804062
"GASTON-Inter",0.354775836155252
"GASTON-Inter",0.349583520306127
"GASTON-Inter",0.340364898033813
"GASTON-Inter",0.361338358367423
"GASTON-Inter",0.374377089693268
"GASTON-Inter",0.357887244418663
"GASTON-Inter",0.362659156289099
"GASTON-Inter",0.359382169446475
"GASTON-Inter",0.374010864022733
"GASTON-Inter",0.360327254685263
"GASTON-Inter",0.369810143299549
"GASTON-Inter",0.355153249628448
"GASTON-Inter",0.359929389737694
"GASTON-Inter",0.376348288648155
"GASTON-Inter",0.357841073956962
"GASTON-Inter",0.354232281669152
"GASTON-Inter",0.372993174478971
"GASTON-Inter",0.35105102741887
"GASTON-Inter",0.350505762850762
"GASTON-Inter",0.367
"GASTON-Inter",0.362
"GASTON-Inter",0.344
"GASTON-Inter",0.364
