"method","jaccard"
"StarTrail-Inter",0.218575194788375
"StarTrail-Inter",0.232132178804979
"StarTrail-Inter",0.223401947914599
"StarTrail-Inter",0.250636021695915
"StarTrail-Inter",0.240560012957723
"StarTrail-Inter",0.219609746641494
"StarTrail-Inter",0.24329222917975
"StarTrail-Inter",0.23426589478995
"StarTrail-Inter",0.256081650665665
"StarTrail-Inter",0.255292698703548
"StarTrail-Inter",0.231646759131707
"StarTrail-Inter",0.228794408674501
"StarTrail-Inter",0.226042495679573
"StarTrail-Inter",0.238214297767475
"StarTrail-Inter",0.231734198870813
"StarTrail-Inter",0.220821288577045
"StarTrail-Inter",0.24312106009057
"StarTrail-Inter",0.237640660806331
"StarTrail-Inter",0.233155720613184
"StarTrail-Inter",0.236205312887506
"StarTrail-Inter",0.241291034000021
"StarTrail-Inter",0.229647995111956
"StarTrail-Inter",0.24653926580076
"StarTrail-Inter",0.253327402635346
"StarTrail-Inter",0.231719020552942
"StarTrail-Inter",0.22052683129334
"StarTrail-Inter",0.231109811602734
"StarTrail-Inter",0.23673124216261
"StarTrail-Inter",0.242390074692908
"StarTrail-Inter",0.2434151628178
"StarTrail-Inter",0.26988189023888
"StarTrail-Inter",0.248779952950784
"StarTrail-Inter",0.233235100425195
"StarTrail-Inter",0.241975120654943
"StarTrail-Inter",0.225510581537155
"StarTrail-Inter",0.245021654360588
"StarTrail-Inter",0.212094889445879
"StarTrail-Inter",0.244978441741832
"StarTrail-Inter",0.252459287314082
"StarTrail-Inter",0.261407844350604
"StarTrail-Inter",0.263922850026225
"StarTrail-Inter",0.26050806619677
"StarTrail-Inter",0.248422872201658
"StarTrail-Inter",0.242718858529149
"StarTrail-Inter",0.238387887613696
"StarTrail-Inter",0.23199403023558
"StarTrail-Inter",0.223
"StarTrail-Inter",0.239
"StarTrail-Inter",0.233
"StarTrail-Inter",0.254
