"method","jaccard"
"SPARK-Union",0.954895647022869
"SPARK-Union",0.94745797812947
"SPARK-Union",0.962880525140957
"SPARK-Union",0.966035515009231
"SPARK-Union",0.955550029349874
"SPARK-Union",0.964431428303926
"SPARK-Union",0.949193222773333
"SPARK-Union",0.95484916138329
"SPARK-Union",0.951213686644942
"SPARK-Union",0.967361338268374
"SPARK-Union",0.945061165929901
"SPARK-Union",0.95518302798654
"SPARK-Union",0.958406790186406
"SPARK-Union",0.946422041347324
"SPARK-Union",0.944237519567907
"SPARK-Union",0.953673525054522
"SPARK-Union",0.9607240506015
"SPARK-Union",0.953670097206055
"SPARK-Union",0.953450526957699
"SPARK-Union",0.945530695166118
"SPARK-Union",0.968396372159978
"SPARK-Union",0.957456127109656
"SPARK-Union",0.969918250899879
"SPARK-Union",0.958384311533221
"SPARK-Union",0.955629798418236
"SPARK-Union",0.961271423617041
"SPARK-Union",0.944645342170167
"SPARK-Union",0.95682700730962
"SPARK-Union",0.957959902719056
"SPARK-Union",0.959474262053377
"SPARK-Union",0.957793263693777
"SPARK-Union",0.944706713782397
"SPARK-Union",0.946724292955483
"SPARK-Union",0.939798876794644
"SPARK-Union",0.951147022501915
"SPARK-Union",0.950202590442788
"SPARK-Union",0.959305907531609
"SPARK-Union",0.959421482194537
"SPARK-Union",0.958655802787629
"SPARK-Union",0.961590016224028
"SPARK-Union",0.958741813545131
"SPARK-Union",0.951039165700906
"SPARK-Union",0.965617003356458
"SPARK-Union",0.961302556783015
"SPARK-Union",0.960363732275936
"SPARK-Union",0.959700337212756
"SPARK-Union",0.958
"SPARK-Union",0.953666666666667
"SPARK-Union",0.955333333333333
"SPARK-Union",0.943666666666667
