"method","jaccard"
"spVC-HMP",0.540892108200013
"spVC-HMP",0.664959199889658
"spVC-HMP",0.560740988157255
"spVC-HMP",0.486221661184498
"spVC-HMP",0.581784804249794
"spVC-HMP",0.244853897651308
"spVC-HMP",0.360147660243299
"spVC-HMP",0.33436456179639
"spVC-HMP",0.355337198240041
"spVC-HMP",0.35611279996132
"spVC-HMP",0.507733973375352
"spVC-HMP",0.575459902293902
"spVC-HMP",0.395595318622815
"spVC-HMP",0.467036224697036
"spVC-HMP",0.424611347483865
"spVC-HMP",0.452722893493015
"spVC-HMP",0.277652445580107
"spVC-HMP",0.281650437205594
"spVC-HMP",0.360930546178958
"spVC-HMP",0.341677216519207
"spVC-HMP",0.404326674640556
"spVC-HMP",0.377207792041822
"spVC-HMP",0.322337950795438
"spVC-HMP",0.503104798672914
"spVC-HMP",0.385204354740979
"spVC-HMP",0.197919520187357
"spVC-HMP",0.324996897764464
"spVC-HMP",0.581767829571825
"spVC-HMP",0.31932121369772
"spVC-HMP",0.446567214986122
"spVC-HMP",0.323041865964405
"spVC-HMP",0.201632322151014
"spVC-HMP",0.333996324485191
"spVC-HMP",0.393766829400188
"spVC-HMP",0.440737912102109
"spVC-HMP",0.23707472777295
"spVC-HMP",0.391277498903532
"spVC-HMP",0.370791843972579
"spVC-HMP",0.394040936826636
"spVC-HMP",0.370980039313767
"spVC-HMP",0.333986954354349
"spVC-HMP",0.297029282687888
"spVC-HMP",0.346938154242509
"spVC-HMP",0.367502611904276
"spVC-HMP",0.268526595955637
"spVC-HMP",0.245398221920289
"spVC-HMP",0.2993203629838
"spVC-HMP",0.518
"spVC-HMP",0.312
"spVC-HMP",0.312
