"method","jaccard"
"SPARK-Cauchy",0.91341903636073
"SPARK-Cauchy",0.886974766356927
"SPARK-Cauchy",0.925388890393381
"SPARK-Cauchy",0.898478813083547
"SPARK-Cauchy",0.918072054207256
"SPARK-Cauchy",0.909118452797176
"SPARK-Cauchy",0.920795515608144
"SPARK-Cauchy",0.905278166884753
"SPARK-Cauchy",0.893796989720368
"SPARK-Cauchy",0.912140558671041
"SPARK-Cauchy",0.902780269097912
"SPARK-Cauchy",0.904672388558835
"SPARK-Cauchy",0.899957219512321
"SPARK-Cauchy",0.905995711379078
"SPARK-Cauchy",0.89727785564724
"SPARK-Cauchy",0.898702641639987
"SPARK-Cauchy",0.897131891834906
"SPARK-Cauchy",0.905937251889442
"SPARK-Cauchy",0.91536896723735
"SPARK-Cauchy",0.917167343190937
"SPARK-Cauchy",0.891711634138297
"SPARK-Cauchy",0.888915836815315
"SPARK-Cauchy",0.898556265554042
"SPARK-Cauchy",0.914696633169184
"SPARK-Cauchy",0.896346888965635
"SPARK-Cauchy",0.909651879526407
"SPARK-Cauchy",0.910559300390375
"SPARK-Cauchy",0.906702009331143
"SPARK-Cauchy",0.913124857755476
"SPARK-Cauchy",0.903659130522075
"SPARK-Cauchy",0.911258949778617
"SPARK-Cauchy",0.917239171756989
"SPARK-Cauchy",0.894768349100183
"SPARK-Cauchy",0.907371845309521
"SPARK-Cauchy",0.896399932431364
"SPARK-Cauchy",0.896253755674918
"SPARK-Cauchy",0.903720817797958
"SPARK-Cauchy",0.922413821080546
"SPARK-Cauchy",0.906153128489463
"SPARK-Cauchy",0.915055495072445
"SPARK-Cauchy",0.930361917695822
"SPARK-Cauchy",0.901024516496124
"SPARK-Cauchy",0.891722852349626
"SPARK-Cauchy",0.891037123032751
"SPARK-Cauchy",0.88523089990222
"SPARK-Cauchy",0.922485867228194
"SPARK-Cauchy",0.907730906404627
"SPARK-Cauchy",0.892
"SPARK-Cauchy",0.912
"SPARK-Cauchy",0.911
