"method","jaccard"
"SPARK-Inter",0.895106652118907
"SPARK-Inter",0.908164630180205
"SPARK-Inter",0.916329009005848
"SPARK-Inter",0.892266765704308
"SPARK-Inter",0.894430108112405
"SPARK-Inter",0.866598175730748
"SPARK-Inter",0.888634384108965
"SPARK-Inter",0.87865275913594
"SPARK-Inter",0.876263737162064
"SPARK-Inter",0.875535333956428
"SPARK-Inter",0.878630836617782
"SPARK-Inter",0.904096711048867
"SPARK-Inter",0.904387419193044
"SPARK-Inter",0.900722380415585
"SPARK-Inter",0.921059403465943
"SPARK-Inter",0.900006027927738
"SPARK-Inter",0.873001040736173
"SPARK-Inter",0.919116378804327
"SPARK-Inter",0.890513900000764
"SPARK-Inter",0.86888364601662
"SPARK-Inter",0.903725672452167
"SPARK-Inter",0.889309369915887
"SPARK-Inter",0.895008910314727
"SPARK-Inter",0.884668585590113
"SPARK-Inter",0.881703781527672
"SPARK-Inter",0.900618253930443
"SPARK-Inter",0.880500017006488
"SPARK-Inter",0.885417818329158
"SPARK-Inter",0.87468809674382
"SPARK-Inter",0.911650509139027
"SPARK-Inter",0.88047736613977
"SPARK-Inter",0.883512317159225
"SPARK-Inter",0.910074757783314
"SPARK-Inter",0.923505951454389
"SPARK-Inter",0.894716661380895
"SPARK-Inter",0.880305634469011
"SPARK-Inter",0.903314489456988
"SPARK-Inter",0.887399485580378
"SPARK-Inter",0.903398539749812
"SPARK-Inter",0.905471259051693
"SPARK-Inter",0.908067001122831
"SPARK-Inter",0.896142265752967
"SPARK-Inter",0.90595606662176
"SPARK-Inter",0.903809969890161
"SPARK-Inter",0.889563235649668
"SPARK-Inter",0.886392909432485
"SPARK-Inter",0.874986858952775
"SPARK-Inter",0.878
"SPARK-Inter",0.908
"SPARK-Inter",0.898
