"method","jaccard"
"GASTON-PASTE",0.737869000247088
"GASTON-PASTE",0.750198927200874
"GASTON-PASTE",0.722223331239085
"GASTON-PASTE",0.585952226137847
"GASTON-PASTE",0.64526756669802
"GASTON-PASTE",0.571715781462063
"GASTON-PASTE",0.607506460446491
"GASTON-PASTE",0.580048039620873
"GASTON-PASTE",0.680112873237763
"GASTON-PASTE",0.681795629966303
"GASTON-PASTE",0.84420671321959
"GASTON-PASTE",0.64398081061011
"GASTON-PASTE",0.673814682833852
"GASTON-PASTE",0.727811062145822
"GASTON-PASTE",0.804379445657159
"GASTON-PASTE",0.651914059883761
"GASTON-PASTE",0.67975349072782
"GASTON-PASTE",0.618369877137785
"GASTON-PASTE",0.785650684064009
"GASTON-PASTE",0.694283450424468
"GASTON-PASTE",0.673949978802573
"GASTON-PASTE",0.798498760142206
"GASTON-PASTE",0.713923874859491
"GASTON-PASTE",0.735999778415729
"GASTON-PASTE",0.631642912094729
"GASTON-PASTE",0.694571881915811
"GASTON-PASTE",0.610124757132204
"GASTON-PASTE",0.523799055323406
"GASTON-PASTE",0.617555482294789
"GASTON-PASTE",0.621555768981526
"GASTON-PASTE",0.811018873572654
"GASTON-PASTE",0.71076721726689
"GASTON-PASTE",0.685428039339176
"GASTON-PASTE",0.584468089748925
"GASTON-PASTE",0.638205974140465
"GASTON-PASTE",0.709767056198248
"GASTON-PASTE",0.624918093015162
"GASTON-PASTE",0.624540218243618
"GASTON-PASTE",0.548209601749897
"GASTON-PASTE",0.518360131863178
"GASTON-PASTE",0.714963703364644
"GASTON-PASTE",0.546349192477047
"GASTON-PASTE",0.663862132194619
"GASTON-PASTE",0.578641344063605
"GASTON-PASTE",0.540750905657527
"GASTON-PASTE",0.603465473427553
"GASTON-PASTE",0.672721376481982
"GASTON-PASTE",0.574
"GASTON-PASTE",0.738
"GASTON-PASTE",0.675
