"method","jaccard"
"GASTON-Union",0.854662605045592
"GASTON-Union",0.90948072682835
"GASTON-Union",0.961247813754936
"GASTON-Union",0.881768956846192
"GASTON-Union",0.944436256420633
"GASTON-Union",0.826944338816737
"GASTON-Union",0.995614852896672
"GASTON-Union",0.883784138047025
"GASTON-Union",0.901556821192474
"GASTON-Union",0.974033646292951
"GASTON-Union",0.917575470944434
"GASTON-Union",0.835595427505294
"GASTON-Union",0.81223601135926
"GASTON-Union",0.904991732473453
"GASTON-Union",0.852614264739019
"GASTON-Union",0.919223768062185
"GASTON-Union",0.859673507030407
"GASTON-Union",0.868884722691595
"GASTON-Union",0.864070854818242
"GASTON-Union",0.844031131310571
"GASTON-Union",0.85139443095581
"GASTON-Union",0.924250917779016
"GASTON-Union",0.938671170647784
"GASTON-Union",0.784179449288657
"GASTON-Union",0.827262677308083
"GASTON-Union",0.916565831801801
"GASTON-Union",0.911281873121522
"GASTON-Union",0.91553748746568
"GASTON-Union",0.95241110944218
"GASTON-Union",0.930732001876067
"GASTON-Union",0.887635928021762
"GASTON-Union",0.920712747646259
"GASTON-Union",0.864017458145032
"GASTON-Union",0.885769887013402
"GASTON-Union",0.8871394436736
"GASTON-Union",0.983074226609413
"GASTON-Union",0.860396520212329
"GASTON-Union",0.88842937608296
"GASTON-Union",0.900773186023834
"GASTON-Union",0.807812709223916
"GASTON-Union",0.923616777506081
"GASTON-Union",0.866403213126491
"GASTON-Union",0.952224169278326
"GASTON-Union",0.947593736514712
"GASTON-Union",0.90566215500176
"GASTON-Union",0.927290378929703
"GASTON-Union",0.928924447150709
"GASTON-Union",0.905
"GASTON-Union",0.948
"GASTON-Union",0.851
