"method","jaccard"
"HEARTSVG-Union",0.781734891570314
"HEARTSVG-Union",0.761144859039861
"HEARTSVG-Union",0.767317798316738
"HEARTSVG-Union",0.789646505566414
"HEARTSVG-Union",0.783632534588529
"HEARTSVG-Union",0.765551473710719
"HEARTSVG-Union",0.767627936161434
"HEARTSVG-Union",0.811849829860072
"HEARTSVG-Union",0.782508962296467
"HEARTSVG-Union",0.746034975511001
"HEARTSVG-Union",0.72601401005028
"HEARTSVG-Union",0.78176861060054
"HEARTSVG-Union",0.773970038222521
"HEARTSVG-Union",0.783070386080291
"HEARTSVG-Union",0.749728399422705
"HEARTSVG-Union",0.782597586307711
"HEARTSVG-Union",0.798102972560052
"HEARTSVG-Union",0.791197435909629
"HEARTSVG-Union",0.809767478904529
"HEARTSVG-Union",0.742785400338956
"HEARTSVG-Union",0.772186866356241
"HEARTSVG-Union",0.758481773442586
"HEARTSVG-Union",0.837190325667763
"HEARTSVG-Union",0.75520696738045
"HEARTSVG-Union",0.765995202546899
"HEARTSVG-Union",0.767655723110367
"HEARTSVG-Union",0.755691562279802
"HEARTSVG-Union",0.737721430978345
"HEARTSVG-Union",0.75085884980938
"HEARTSVG-Union",0.770163404003379
"HEARTSVG-Union",0.775490375358734
"HEARTSVG-Union",0.784630898389172
"HEARTSVG-Union",0.731301172878847
"HEARTSVG-Union",0.738608730676033
"HEARTSVG-Union",0.795428063429402
"HEARTSVG-Union",0.747346638473001
"HEARTSVG-Union",0.806676148036189
"HEARTSVG-Union",0.762447774291255
"HEARTSVG-Union",0.744648590774826
"HEARTSVG-Union",0.76873426472773
"HEARTSVG-Union",0.799926168142383
"HEARTSVG-Union",0.774870550182097
"HEARTSVG-Union",0.748908879126115
"HEARTSVG-Union",0.769067465470659
"HEARTSVG-Union",0.759747506271363
"HEARTSVG-Union",0.762830300936413
"HEARTSVG-Union",0.779718707673217
"HEARTSVG-Union",0.754
"HEARTSVG-Union",0.794
"HEARTSVG-Union",0.772
