"TPR","FPR","F1"
1,0.424331118777404,0.343702844190161
1,0.259591246613719,0.461220444416197
1,0.239457435262765,0.481334229523527
1,0.287555555555556,0.4359197907585
1,0.301777777777778,0.424088210347752
1,0.315111111111111,0.413564929693962
1,0.310222222222222,0.417362270450751
1,0.332666666666667,0.40048057669203
1,0.307111111111111,0.419815281276239
1,0.337111111111111,0.397298371076679
1,0.320888888888889,0.409165302782324
1,0.329111111111111,0.403063280935107
1,0.323555555555556,0.407166123778501
1,0.313333333333333,0.4149377593361
1,0.309555555555556,0.417885499373171
1,0.311555555555556,0.41631973355537
1,0.286888888888889,0.436490615451768
1,0.303777777777778,0.42247570764681
1,0.329777777777778,0.402576489533011
1,0.305333333333333,0.4212299915754
1,0.296444444444444,0.428449014567267
1,0.307111111111111,0.419815281276239
1,0.293908403734993,0.430554226093616
1,0.314888888888889,0.413736036408771
1,0.337777777777778,0.396825396825397
1,0.306222222222222,0.420521446593776
1,0.290222222222222,0.433651344319168
1,0.285555555555556,0.437636761487965
1,0.292,0.432152117545376
1,0.344222222222222,0.392310710082385
1,0.316222222222222,0.412711514651259
1,0.314666666666667,0.413907284768212
1,0.310444444444444,0.417188151856488
1,0.309333333333333,0.418060200668897
1,0.331111111111111,0.401606425702811
1,0.323333333333333,0.407331975560082
1,0.301844854412092,0.424033930254477
1,0.298666666666667,0.426621160409556
1,0.317333333333333,0.411861614497529
1,0.273333333333333,0.448430493273543
1,0.302,0.423908435777872
1,0.293333333333333,0.431034482758621
1,0.282666666666667,0.440140845070422
1,0.309333333333333,0.418060200668897
1,0.292222222222222,0.431965442764579
1,0.441555555555556,0.33478406427854
1,0.394,0.360620266858997
1,0.453777777777778,0.328731097961867
1,0.545111111111111,0.289603243556328
1,0.401555555555556,0.356252226576416
