"method","jaccard"
"HEARTSVG-HMP",0.790654123604966
"HEARTSVG-HMP",0.785986101774398
"HEARTSVG-HMP",0.77167940897417
"HEARTSVG-HMP",0.766156990663282
"HEARTSVG-HMP",0.781748720583525
"HEARTSVG-HMP",0.783793562397164
"HEARTSVG-HMP",0.780134368186379
"HEARTSVG-HMP",0.772353339891517
"HEARTSVG-HMP",0.781091072205389
"HEARTSVG-HMP",0.776995434734663
"HEARTSVG-HMP",0.767243444600524
"HEARTSVG-HMP",0.790150421880264
"HEARTSVG-HMP",0.765962216565241
"HEARTSVG-HMP",0.771204162583578
"HEARTSVG-HMP",0.784980167620667
"HEARTSVG-HMP",0.774721689716643
"HEARTSVG-HMP",0.794876533819106
"HEARTSVG-HMP",0.795105235809879
"HEARTSVG-HMP",0.78867339397679
"HEARTSVG-HMP",0.793613891603566
"HEARTSVG-HMP",0.769469801346458
"HEARTSVG-HMP",0.7887014189438
"HEARTSVG-HMP",0.776615455524236
"HEARTSVG-HMP",0.78821033138092
"HEARTSVG-HMP",0.77002434130159
"HEARTSVG-HMP",0.764463997013973
"HEARTSVG-HMP",0.781964579575462
"HEARTSVG-HMP",0.785114749929455
"HEARTSVG-HMP",0.774910318352683
"HEARTSVG-HMP",0.75752401874122
"HEARTSVG-HMP",0.775767068266445
"HEARTSVG-HMP",0.776164512796955
"HEARTSVG-HMP",0.773574049775791
"HEARTSVG-HMP",0.76615687986902
"HEARTSVG-HMP",0.784747173115073
"HEARTSVG-HMP",0.785907331620103
"HEARTSVG-HMP",0.794869680429974
"HEARTSVG-HMP",0.793465227422937
"HEARTSVG-HMP",0.770512798888372
"HEARTSVG-HMP",0.790616820972191
"HEARTSVG-HMP",0.788216585191903
"HEARTSVG-HMP",0.791931562088235
"HEARTSVG-HMP",0.76413498923197
"HEARTSVG-HMP",0.78432574998242
"HEARTSVG-HMP",0.780158778778359
"HEARTSVG-HMP",0.786
"HEARTSVG-HMP",0.769
"HEARTSVG-HMP",0.795
"HEARTSVG-HMP",0.779
"HEARTSVG-HMP",0.777
