"method","jaccard"
"StarTrail-Inter",0.203954214369901
"StarTrail-Inter",0.245964062001576
"StarTrail-Inter",0.261449929762847
"StarTrail-Inter",0.293549582629762
"StarTrail-Inter",0.228197025800685
"StarTrail-Inter",0.287716168217396
"StarTrail-Inter",0.270003081325219
"StarTrail-Inter",0.224306688592337
"StarTrail-Inter",0.285443013449846
"StarTrail-Inter",0.178971877333266
"StarTrail-Inter",0.236373574049004
"StarTrail-Inter",0.241069702767668
"StarTrail-Inter",0.27331730920619
"StarTrail-Inter",0.256513911000343
"StarTrail-Inter",0.243292169322537
"StarTrail-Inter",0.236728384849357
"StarTrail-Inter",0.245841559553417
"StarTrail-Inter",0.213510121869224
"StarTrail-Inter",0.242580739040118
"StarTrail-Inter",0.242284336023772
"StarTrail-Inter",0.27449184040577
"StarTrail-Inter",0.246100689593688
"StarTrail-Inter",0.253443929272733
"StarTrail-Inter",0.237884882012397
"StarTrail-Inter",0.250649293587151
"StarTrail-Inter",0.274277571339952
"StarTrail-Inter",0.255210369337135
"StarTrail-Inter",0.248573665807223
"StarTrail-Inter",0.271740028480826
"StarTrail-Inter",0.229546242624522
"StarTrail-Inter",0.222681010761304
"StarTrail-Inter",0.208477679145308
"StarTrail-Inter",0.229601559093274
"StarTrail-Inter",0.193873437029268
"StarTrail-Inter",0.268705953497097
"StarTrail-Inter",0.23311584944452
"StarTrail-Inter",0.258775107880306
"StarTrail-Inter",0.196557132312736
"StarTrail-Inter",0.280254930489743
"StarTrail-Inter",0.270281332063924
"StarTrail-Inter",0.269601464392253
"StarTrail-Inter",0.253723747634194
"StarTrail-Inter",0.275891503782249
"StarTrail-Inter",0.235189431837833
"StarTrail-Inter",0.278929957352198
"StarTrail-Inter",0.248
"StarTrail-Inter",0.241
"StarTrail-Inter",0.287
"StarTrail-Inter",0.196
"StarTrail-Inter",0.23
