"method","jaccard"
"IBaySVG",0.786654361593355
"IBaySVG",0.779235328651903
"IBaySVG",0.784484779870322
"IBaySVG",0.774392585168812
"IBaySVG",0.771938314276471
"IBaySVG",0.771151091459843
"IBaySVG",0.795785885349304
"IBaySVG",0.785813255129467
"IBaySVG",0.777110918019657
"IBaySVG",0.771495399687007
"IBaySVG",0.789093584992213
"IBaySVG",0.791163021676434
"IBaySVG",0.78814637558772
"IBaySVG",0.778544827682718
"IBaySVG",0.765578583435192
"IBaySVG",0.783813709447629
"IBaySVG",0.785293258431086
"IBaySVG",0.78045825401338
"IBaySVG",0.777676843912369
"IBaySVG",0.781376662348288
"IBaySVG",0.774462409209564
"IBaySVG",0.781032005963809
"IBaySVG",0.773599408977425
"IBaySVG",0.787516909655828
"IBaySVG",0.78570117304117
"IBaySVG",0.785429360027306
"IBaySVG",0.786733461338
"IBaySVG",0.781357828009494
"IBaySVG",0.789592234693784
"IBaySVG",0.787171791737388
"IBaySVG",0.785697175777496
"IBaySVG",0.78754496074475
"IBaySVG",0.79257282155306
"IBaySVG",0.775855606519303
"IBaySVG",0.793829300081089
"IBaySVG",0.765114210047019
"IBaySVG",0.778036800290083
"IBaySVG",0.783878898536452
"IBaySVG",0.771670816433596
"IBaySVG",0.793619552172022
"IBaySVG",0.78528140806068
"IBaySVG",0.79076701783788
"IBaySVG",0.80003096402196
"IBaySVG",0.793054163205975
"IBaySVG",0.781284563181297
"IBaySVG",0.664
"IBaySVG",0.653
"IBaySVG",0.651
"IBaySVG",0.648
"IBaySVG",0.645
