"method","jaccard"
"nnSVG-HMP",0.767054845496677
"nnSVG-HMP",0.78717769464906
"nnSVG-HMP",0.773829670269369
"nnSVG-HMP",0.773780486787619
"nnSVG-HMP",0.780017322731999
"nnSVG-HMP",0.776537968558488
"nnSVG-HMP",0.780722310908172
"nnSVG-HMP",0.789996604997526
"nnSVG-HMP",0.781109720488092
"nnSVG-HMP",0.773125545061948
"nnSVG-HMP",0.773200841033333
"nnSVG-HMP",0.7678389892435
"nnSVG-HMP",0.770634434634746
"nnSVG-HMP",0.774173788441741
"nnSVG-HMP",0.778867725988412
"nnSVG-HMP",0.774739177902715
"nnSVG-HMP",0.785147238320166
"nnSVG-HMP",0.770485121000741
"nnSVG-HMP",0.762257076500316
"nnSVG-HMP",0.775313286053584
"nnSVG-HMP",0.778328126157118
"nnSVG-HMP",0.778162039174658
"nnSVG-HMP",0.769914541637732
"nnSVG-HMP",0.761748036091335
"nnSVG-HMP",0.778193202782062
"nnSVG-HMP",0.781220806457346
"nnSVG-HMP",0.783723938264987
"nnSVG-HMP",0.78725843462786
"nnSVG-HMP",0.775558612019339
"nnSVG-HMP",0.781623005342499
"nnSVG-HMP",0.777514169378462
"nnSVG-HMP",0.761734018329538
"nnSVG-HMP",0.785187482047918
"nnSVG-HMP",0.776543222678558
"nnSVG-HMP",0.780049068756256
"nnSVG-HMP",0.782040828023553
"nnSVG-HMP",0.771409003385152
"nnSVG-HMP",0.769630066543584
"nnSVG-HMP",0.768948401491445
"nnSVG-HMP",0.769780337408367
"nnSVG-HMP",0.772152496585407
"nnSVG-HMP",0.776989843841269
"nnSVG-HMP",0.772151701012968
"nnSVG-HMP",0.772514135186382
"nnSVG-HMP",0.776818002524084
"nnSVG-HMP",0.768
"nnSVG-HMP",0.777
"nnSVG-HMP",0.771
"nnSVG-HMP",0.773
"nnSVG-HMP",0.786
