"method","jaccard"
"SPARK-PASTE",0.529151475690047
"SPARK-PASTE",0.530303997763155
"SPARK-PASTE",0.531547507586611
"SPARK-PASTE",0.499988510335527
"SPARK-PASTE",0.56221391966722
"SPARK-PASTE",0.611155936058635
"SPARK-PASTE",0.52214858194965
"SPARK-PASTE",0.577672513602869
"SPARK-PASTE",0.542576732834705
"SPARK-PASTE",0.52920801384528
"SPARK-PASTE",0.528886137797265
"SPARK-PASTE",0.508529658800042
"SPARK-PASTE",0.509136501057381
"SPARK-PASTE",0.515583794005226
"SPARK-PASTE",0.544775369173195
"SPARK-PASTE",0.55901465540277
"SPARK-PASTE",0.58585243054606
"SPARK-PASTE",0.63718655005142
"SPARK-PASTE",0.665314781280049
"SPARK-PASTE",0.536133645868803
"SPARK-PASTE",0.513727102055019
"SPARK-PASTE",0.559005621699342
"SPARK-PASTE",0.533382534070348
"SPARK-PASTE",0.458893301148224
"SPARK-PASTE",0.598272924490872
"SPARK-PASTE",0.552017193001506
"SPARK-PASTE",0.527257775348255
"SPARK-PASTE",0.523249881171857
"SPARK-PASTE",0.615798403459736
"SPARK-PASTE",0.591032792906431
"SPARK-PASTE",0.437055020305666
"SPARK-PASTE",0.498904789708728
"SPARK-PASTE",0.510190163840627
"SPARK-PASTE",0.53870062532767
"SPARK-PASTE",0.565096908778865
"SPARK-PASTE",0.519307842548315
"SPARK-PASTE",0.470660585796349
"SPARK-PASTE",0.539780417333295
"SPARK-PASTE",0.561844928824898
"SPARK-PASTE",0.515114936912314
"SPARK-PASTE",0.534898815716228
"SPARK-PASTE",0.437191757882969
"SPARK-PASTE",0.515002191252723
"SPARK-PASTE",0.515353282314233
"SPARK-PASTE",0.569832812201301
"SPARK-PASTE",0.523
"SPARK-PASTE",0.462
"SPARK-PASTE",0.567
"SPARK-PASTE",0.567
"SPARK-PASTE",0.567
