"method","jaccard"
"nnSVG-Inter",0.850730247989324
"nnSVG-Inter",0.81454876141714
"nnSVG-Inter",0.829360438953912
"nnSVG-Inter",0.792498959870828
"nnSVG-Inter",0.864848407642128
"nnSVG-Inter",0.768428831621431
"nnSVG-Inter",0.833946789531509
"nnSVG-Inter",0.884710454091212
"nnSVG-Inter",0.81902159619561
"nnSVG-Inter",0.852172986780134
"nnSVG-Inter",0.834272603353554
"nnSVG-Inter",0.775839536292201
"nnSVG-Inter",0.863735387285996
"nnSVG-Inter",0.8263384039502
"nnSVG-Inter",0.871996773285626
"nnSVG-Inter",0.843769557727133
"nnSVG-Inter",0.902446907391626
"nnSVG-Inter",0.837018508126132
"nnSVG-Inter",0.842476352377633
"nnSVG-Inter",0.899521298371655
"nnSVG-Inter",0.777761688106307
"nnSVG-Inter",0.816844328450866
"nnSVG-Inter",0.788359417322695
"nnSVG-Inter",0.820655503518199
"nnSVG-Inter",0.875835481239849
"nnSVG-Inter",0.868343106580135
"nnSVG-Inter",0.87503607184517
"nnSVG-Inter",0.856335889225281
"nnSVG-Inter",0.799083957964464
"nnSVG-Inter",0.818914158053285
"nnSVG-Inter",0.877217359893619
"nnSVG-Inter",0.903610504560374
"nnSVG-Inter",0.801151105733767
"nnSVG-Inter",0.863067534034663
"nnSVG-Inter",0.784574396128095
"nnSVG-Inter",0.828779013068919
"nnSVG-Inter",0.800322059345521
"nnSVG-Inter",0.819845901158489
"nnSVG-Inter",0.853878915882671
"nnSVG-Inter",0.789140263013249
"nnSVG-Inter",0.86031418581498
"nnSVG-Inter",0.844174840475481
"nnSVG-Inter",0.850135790322367
"nnSVG-Inter",0.805870206945523
"nnSVG-Inter",0.815872172041939
"nnSVG-Inter",0.822
"nnSVG-Inter",0.802
"nnSVG-Inter",0.809
"nnSVG-Inter",0.894
"nnSVG-Inter",0.872
