"method","jaccard"
"DESpace",0.976580135008516
"DESpace",0.978272524198761
"DESpace",0.977750470062088
"DESpace",0.971411868887826
"DESpace",0.977293002558715
"DESpace",0.977280318411995
"DESpace",0.979291108753813
"DESpace",0.976216008281647
"DESpace",0.976528909530817
"DESpace",0.976764723421552
"DESpace",0.977705730169203
"DESpace",0.98063554119644
"DESpace",0.974866618979907
"DESpace",0.976292907260376
"DESpace",0.973612441956877
"DESpace",0.976371904420546
"DESpace",0.977211709997389
"DESpace",0.975325909765856
"DESpace",0.973361200436107
"DESpace",0.978311493974766
"DESpace",0.977594685823023
"DESpace",0.978649703117167
"DESpace",0.976012547640029
"DESpace",0.9757492338492
"DESpace",0.976961706621414
"DESpace",0.977376872315849
"DESpace",0.976388053489385
"DESpace",0.979390460016749
"DESpace",0.977413631433366
"DESpace",0.977185047438336
"DESpace",0.976190693816288
"DESpace",0.977181115904394
"DESpace",0.97410314143129
"DESpace",0.977465270651237
"DESpace",0.975074386866956
"DESpace",0.976164696452747
"DESpace",0.977801600596447
"DESpace",0.975362143041172
"DESpace",0.978258839938862
"DESpace",0.975937540175085
"DESpace",0.976506885470212
"DESpace",0.977704368838272
"DESpace",0.97871522102643
"DESpace",0.978156687744026
"DESpace",0.979281833557309
"DESpace",0.979
"DESpace",0.977
"DESpace",0.976
"DESpace",0.975
"DESpace",0.977
