"TPR","FPR","F1"
0.582071551500732,0.0579689975127459,0.553354518989064
0.563977091590872,0.0629550723753639,0.529413598716107
0.524,0.0591111111111111,0.509727626459144
0.561,0.0591666666666667,0.535944590398854
0.5435,0.0571666666666667,0.528182701652089
0.5475,0.0596666666666667,0.525305828735908
0.5975,0.0585,0.562617702448211
0.54,0.0583333333333333,0.523002421307506
0.599,0.0591111111111111,0.562177381511028
0.5835,0.0594444444444444,0.550861458579183
0.595,0.0608333333333333,0.555425904317386
0.5615,0.0584444444444444,0.537964071856288
0.533,0.0602222222222222,0.513734939759036
0.547,0.0608333333333333,0.522320362855097
0.6085,0.057,0.573650718831016
0.5525,0.0584444444444444,0.531633389463556
0.561,0.0567222222222222,0.541636495293266
0.619,0.0593333333333333,0.575011611704598
0.535,0.0579444444444444,0.520301483102358
0.545,0.0581666666666667,0.526951897510273
0.5805,0.0592222222222222,0.549325762952449
0.545,0.0627222222222222,0.516710120881726
0.638,0.0632777777777778,0.578029445073613
0.606,0.0626666666666667,0.55852534562212
0.592,0.0569444444444444,0.562603943929674
0.5635,0.0592777777777778,0.537434430138293
0.5515,0.0631111111111111,0.520405756074546
0.586,0.0588888888888889,0.553875236294896
0.538,0.055,0.52926709296606
0.532,0.0577222222222222,0.518644893980015
0.581,0.0577777777777778,0.553069966682532
0.588,0.0592777777777778,0.554324770209757
0.555,0.0566111111111111,0.537660450472269
0.587,0.0559444444444444,0.561588136809376
0.562,0.0620555555555556,0.530063664230134
0.47,0.0568888888888889,0.474268415741675
0.5255,0.0615555555555556,0.505409954315941
0.5595,0.0608333333333333,0.53108685334599
0.605,0.0614444444444444,0.560704355885079
0.575,0.0631111111111111,0.536630891273915
0.5035,0.0594444444444444,0.493990679421143
0.571,0.0614444444444444,0.537664783427495
0.526,0.0583333333333333,0.512920526572404
0.5455,0.06,0.523135938623831
0.6105,0.0629444444444444,0.56086357372531
0.5745,0.0579444444444444,0.548187022900763
0.5385,0.0645555555555556,0.508138711960368
0.5185,0.0568888888888889,0.510711647377493
0.5765,0.0589444444444444,0.547223540579022
0.63,0.0598333333333333,0.581046806548305
