"TPR","FPR","F1"
1,0.00738888888888889,0.9678199854827
1,0.0749444444444445,0.747803327724808
1,0.187,0.543035568829758
1,0.00355555555555556,0.984251968503937
0.9995,0.236833333333333,0.483902202856452
1,0.00172222222222222,0.992309600595386
1,0.706333333333333,0.239320330262056
1,0.356277777777778,0.38413521559589
1,0.0265,0.893455438909984
1,0.00755555555555556,0.967117988394584
1,0.742388888888889,0.230374935207049
1,0.946777777777778,0.190095998479232
1,0.0197777777777778,0.918273645546373
1,0.00277777777777778,0.987654320987654
1,0.241666666666667,0.479041916167664
1,0.272944444444444,0.448782676988669
1,0.548277777777778,0.288413007426635
1,0.531777777777778,0.294724432655467
1,0.975888888888889,0.185477139942502
1,0.00227777777777778,0.989853996535511
1,0.00894444444444444,0.961307378034126
1,0.007,0.969461948618517
1,0.269055555555556,0.452335180368653
1,0.528444444444444,0.29603315571344
1,0.208833333333333,0.515530351849465
1,0.111666666666667,0.665557404326122
1,0.451277777777778,0.329951332178504
1,0.117944444444444,0.653274538624858
1,0.696611111111111,0.241852590845879
1,0.567555555555556,0.28137310073157
1,0.954611111111111,0.188830666100175
1,0.112555555555556,0.663790242283438
1,0.269055555555556,0.452335180368653
0.9995,0.244,0.476462876891908
1,0.707333333333333,0.23906287353574
1,0.0273888888888889,0.890273759180948
1,0.652833333333333,0.253952130023491
1,0.986388888888889,0.183865777982073
1,0.534722222222222,0.293577981651376
1,0.262111111111111,0.458820830465703
1,0.244222222222222,0.476417341591234
1,0.0247222222222222,0.899887514060743
1,0.261111111111111,0.459770114942529
1,0.554333333333333,0.286163971955931
1,0.169388888888889,0.567456376791034
1,0.178222222222222,0.554938956714762
1,0.342944444444444,0.393197680133688
1,0.00872222222222222,0.962232379119557
1,0.0166111111111111,0.930448941614329
1,0.0162777777777778,0.931749359422315
