"0"," result[[5]][[1]][[""theta""]]
"
"1","     "
"1","        [,1]"
"1","        [,2]"
"1","        [,3]"
"1","       [,4]"
"1","
 [1,]"
"1"," -0.09322867"
"1","  0.70674506"
"1","  0.65904988"
"1","  0.6875176"
"1","
 [2,]"
"1","  0.26355988"
"1"," -0.17038127"
"1"," -0.17061495"
"1","  0.2766523"
"1","
 [3,]"
"1","  1.25275445"
"1","  0.20025909"
"1","  0.20567203"
"1","  0.9822252"
"1","
 [4,]"
"1","  1.75483456"
"1","  0.50574023"
"1","  0.40813079"
"1","  1.0572568"
"1","
 [5,]"
"1","  2.33328368"
"1","  1.03005613"
"1","  0.52480312"
"1","  1.5571963"
"1","
 [6,]"
"1","  0.48369254"
"1"," -0.24549148"
"1"," -0.21591332"
"1","  0.2448921"
"1","
 [7,]"
"1","  1.17855684"
"1","  0.08034413"
"1","  0.28450070"
"1","  0.7349162"
"1","
 [8,]"
"1","  1.37189368"
"1","  0.54219571"
"1","  0.29466947"
"1","  1.0686397"
"1","
 [9,]"
"1","  2.35517207"
"1","  0.84375112"
"1","  0.85664662"
"1","  1.5723640"
"1","
[10,]"
"1","  1.31207680"
"1","  0.49189695"
"1"," -0.61847851"
"1"," -1.4566717"
"1","
[11,]"
"1"," -0.16620453"
"1","  0.35086318"
"1"," -0.24896916"
"1"," -0.4923637"
"1","
[12,]"
"1"," -1.11051774"
"1","  1.16113760"
"1","  0.60648610"
"1","  2.4175214"
"1","
[13,]"
"1","  1.45449771"
"1"," -0.94268078"
"1","  0.04224941"
"1"," -0.2601361"
"1","
[14,]"
"1"," -0.24432307"
"1","  0.02000868"
"1"," -0.38041095"
"1"," -0.2635689"
"1","
[15,]"
"1"," -1.33875785"
"1"," -0.37448059"
"1","  1.25817299"
"1","  0.7427367"
"1","
"
