"TPR","FPR","F1"
0.2345,0.0558333333333333,0.270005757052389
0.22,0.0602222222222222,0.249716231555051
0.2205,0.0588888888888889,0.251928020565553
0.2,0.0596111111111111,0.230348401957961
0.218,0.0556666666666667,0.253635834787667
0.2205,0.0602222222222222,0.250212765957447
0.2385,0.06,0.268203542310936
0.2235,0.0611666666666667,0.251972942502818
0.192,0.0593888888888889,0.22241529105126
0.258,0.0606111111111111,0.286110341003604
0.231,0.0575,0.264226479839863
0.199,0.0563888888888889,0.233225900966891
0.21,0.0573333333333333,0.243337195828505
0.2105,0.0548333333333333,0.247065727699531
0.2255,0.0546111111111111,0.26266744321491
0.2405,0.0537222222222222,0.279002320185615
0.2255,0.0566666666666667,0.259867473350619
0.2135,0.0588333333333333,0.244979919678715
0.225,0.0608333333333333,0.253878702397743
0.2145,0.0600555555555556,0.244444444444444
0.2275,0.0578333333333333,0.260297482837529
0.2355,0.0576666666666667,0.268452550584212
0.209,0.0573333333333333,0.24231884057971
0.2255,0.0573333333333333,0.258972150445019
0.2365,0.0563333333333333,0.271293375394322
0.209,0.0570555555555556,0.24267053701016
0.2055,0.0563333333333333,0.24
0.2315,0.0586666666666667,0.263142938334754
0.2155,0.0567777777777778,0.249637995945555
0.2555,0.0587777777777778,0.286354721210423
0.2105,0.0588888888888889,0.241884515943694
0.257,0.061,0.284606866002215
0.24,0.0602222222222222,0.269360269360269
0.2355,0.0559444444444444,0.270845313398505
0.2405,0.0616666666666667,0.267891952102478
0.203,0.0589444444444444,0.234208249206807
0.23,0.0588333333333333,0.261437908496732
0.2365,0.0582222222222222,0.268673672252201
0.2155,0.057,0.249349146658953
0.2155,0.0569444444444445,0.249421296296296
0.201,0.0574444444444444,0.233993015133877
0.2505,0.0656666666666667,0.272060819983709
0.2115,0.0548333333333333,0.248093841642229
0.2505,0.0681666666666667,0.268776824034335
0.1895,0.0591666666666667,0.220092915214866
0.2365,0.0592777777777778,0.267231638418079
0.233,0.0567777777777778,0.267201834862385
0.219,0.0568333333333333,0.253106038717134
0.216,0.0595555555555556,0.246575342465753
0.206,0.0591666666666667,0.236985907391429
