"","x","y"
"spot 299",23,25
"spot 300",23,27
"spot 301",23,29
"spot 302",23,31
"spot 303",23,33
"spot 304",23,35
"spot 305",23,37
"spot 306",23,39
"spot 307",23,41
"spot 308",23,43
"spot 309",23,45
"spot 310",23,47
"spot 311",23,49
"spot 312",23,5
"spot 313",23,51
"spot 314",23,53
"spot 315",23,55
"spot 316",23,57
"spot 317",23,7
"spot 318",23,9
"spot 319",24,10
"spot 320",24,12
"spot 321",24,14
"spot 322",24,16
"spot 323",24,18
"spot 324",24,20
"spot 325",24,22
"spot 326",24,24
"spot 327",24,26
"spot 328",24,28
"spot 329",24,30
"spot 330",24,32
"spot 331",24,34
"spot 332",24,36
"spot 333",24,38
"spot 334",24,4
"spot 335",24,40
"spot 336",24,42
"spot 337",24,44
"spot 338",24,46
"spot 339",24,48
"spot 340",24,50
"spot 341",24,52
"spot 342",24,54
"spot 343",24,56
"spot 344",24,6
"spot 345",24,8
"spot 346",25,11
"spot 347",25,13
"spot 348",25,15
"spot 349",25,17
"spot 350",25,19
"spot 351",25,21
"spot 352",25,23
"spot 353",25,25
"spot 354",25,27
"spot 355",25,29
"spot 356",25,31
"spot 357",25,33
"spot 358",25,35
"spot 359",25,37
"spot 360",25,39
"spot 361",25,41
"spot 362",25,43
"spot 363",25,45
"spot 364",25,47
"spot 365",25,49
"spot 366",25,5
"spot 367",25,51
"spot 368",25,53
"spot 369",25,55
"spot 370",25,57
"spot 371",25,7
"spot 372",25,9
"spot 373",26,10
"spot 374",26,12
"spot 375",26,14
"spot 376",26,16
"spot 377",26,18
"spot 378",26,20
"spot 379",26,22
"spot 380",26,24
"spot 381",26,26
"spot 382",26,28
"spot 383",26,30
"spot 384",26,32
"spot 385",26,34
"spot 386",26,36
"spot 387",26,38
"spot 388",26,40
"spot 389",26,42
"spot 390",26,44
"spot 391",26,48
"spot 392",26,50
"spot 393",26,52
"spot 394",26,54
"spot 395",26,56
"spot 396",26,58
"spot 397",26,6
"spot 398",26,8
"spot 399",27,11
"spot 400",27,13
"spot 401",27,15
"spot 402",27,17
"spot 403",27,19
"spot 404",27,21
"spot 405",27,23
"spot 406",27,25
"spot 407",27,27
"spot 408",27,29
"spot 409",27,31
"spot 410",27,33
"spot 411",27,35
"spot 412",27,37
"spot 413",27,39
"spot 414",27,41
"spot 415",27,43
"spot 416",27,45
"spot 417",27,47
"spot 418",27,49
"spot 419",27,5
"spot 420",27,51
"spot 421",27,53
"spot 422",27,55
"spot 423",27,57
"spot 424",27,7
"spot 425",27,9
"spot 426",28,10
"spot 427",28,12
"spot 428",28,14
"spot 429",28,16
"spot 430",28,18
"spot 431",28,20
"spot 432",28,22
"spot 433",28,24
"spot 434",28,26
"spot 435",28,28
"spot 436",28,30
"spot 437",28,32
"spot 438",28,34
"spot 439",28,36
"spot 440",28,38
"spot 441",28,40
"spot 442",28,42
"spot 443",28,44
"spot 444",28,46
"spot 445",28,48
"spot 446",28,50
"spot 447",28,52
"spot 448",28,54
"spot 449",28,56
"spot 450",28,6
"spot 451",28,8
"spot 452",29,11
"spot 453",29,13
"spot 454",29,15
"spot 455",29,17
"spot 456",29,19
"spot 457",29,21
"spot 458",29,23
"spot 459",29,25
"spot 460",29,27
"spot 461",29,29
"spot 462",29,31
"spot 463",29,33
"spot 464",29,35
"spot 465",29,37
"spot 466",29,39
"spot 467",29,41
"spot 468",29,43
"spot 469",29,45
"spot 470",29,47
"spot 471",29,49
"spot 472",29,5
"spot 473",29,51
"spot 474",29,53
"spot 475",29,55
"spot 476",29,7
"spot 477",29,9
"spot 478",30,10
"spot 479",30,12
"spot 480",30,14
"spot 481",30,16
"spot 482",30,18
"spot 483",30,20
"spot 484",30,22
"spot 485",30,24
"spot 486",30,26
"spot 487",30,28
"spot 488",30,30
"spot 489",30,32
"spot 490",30,34
"spot 491",30,36
"spot 492",30,38
"spot 493",30,40
"spot 494",30,42
"spot 495",30,44
"spot 496",30,46
"spot 497",30,48
"spot 498",30,50
"spot 499",30,52
"spot 500",30,54
"spot 501",30,56
"spot 502",30,6
"spot 503",30,8
"spot 504",31,11
"spot 505",31,13
"spot 506",31,15
"spot 507",31,17
"spot 508",31,19
"spot 509",31,21
"spot 510",31,23
"spot 511",31,25
"spot 512",31,27
"spot 513",31,29
"spot 514",31,31
"spot 515",31,33
"spot 516",31,35
"spot 517",31,37
"spot 518",31,39
"spot 519",31,41
"spot 520",31,43
"spot 521",31,45
"spot 522",31,47
"spot 523",31,49
"spot 524",31,5
"spot 525",31,51
"spot 526",31,53
"spot 527",31,55
"spot 528",31,7
"spot 529",31,9
"spot 530",32,10
"spot 531",32,12
"spot 532",32,14
"spot 533",32,16
"spot 534",32,18
"spot 535",32,20
"spot 536",32,22
"spot 537",32,24
"spot 538",32,26
"spot 539",32,28
"spot 540",32,30
"spot 541",32,32
"spot 542",32,34
"spot 543",32,36
"spot 544",32,38
"spot 545",32,40
"spot 546",32,42
"spot 547",32,44
"spot 548",32,46
"spot 549",32,48
"spot 550",32,50
"spot 551",32,52
"spot 552",32,54
"spot 553",32,6
"spot 554",32,8
"spot 555",33,11
"spot 556",33,13
"spot 557",33,15
"spot 558",33,17
"spot 559",33,19
"spot 560",33,21
"spot 561",33,23
"spot 562",33,25
"spot 563",33,27
"spot 564",33,29
"spot 565",33,31
"spot 566",33,33
"spot 567",33,35
"spot 568",33,37
"spot 569",33,39
"spot 570",33,41
"spot 571",33,43
"spot 572",33,45
"spot 573",33,47
"spot 574",33,49
"spot 575",33,5
"spot 576",33,51
"spot 577",33,53
"spot 578",33,7
"spot 579",33,9
"spot 580",34,10
"spot 581",34,12
"spot 582",34,14
"spot 583",34,16
"spot 584",34,18
"spot 585",34,20
"spot 586",34,22
"spot 587",34,24
"spot 588",34,26
"spot 589",34,28
"spot 590",34,30
"spot 591",34,32
"spot 592",34,34
"spot 593",34,36
"spot 594",34,38
"spot 595",34,40
"spot 596",34,42
"spot 597",34,44
"spot 598",34,46
"spot 599",34,48
"spot 600",34,50
"spot 601",34,52
"spot 602",34,6
"spot 603",34,8
"spot 604",35,11
"spot 605",35,13
"spot 606",35,15
"spot 607",35,17
"spot 608",35,19
"spot 609",35,21
"spot 610",35,23
"spot 611",35,25
"spot 612",35,27
"spot 613",35,29
"spot 614",35,31
"spot 615",35,33
"spot 616",35,35
"spot 617",35,37
"spot 618",35,39
"spot 619",35,41
"spot 620",35,43
"spot 621",35,45
"spot 622",35,47
"spot 623",35,49
"spot 624",35,5
"spot 625",35,51
"spot 626",35,53
"spot 627",35,7
"spot 628",35,9
"spot 629",36,10
"spot 630",36,12
"spot 631",36,14
"spot 632",36,16
"spot 633",36,18
"spot 634",36,20
"spot 635",36,22
"spot 636",36,24
"spot 637",36,26
"spot 638",36,28
"spot 639",36,30
"spot 640",36,32
"spot 641",36,34
"spot 642",36,36
"spot 643",36,38
"spot 644",36,40
"spot 645",36,42
"spot 646",36,44
"spot 647",36,46
"spot 648",36,48
"spot 649",36,50
"spot 650",36,52
"spot 651",36,6
"spot 652",36,8
"spot 653",37,11
"spot 654",37,13
"spot 655",37,15
"spot 656",37,17
"spot 657",37,19
"spot 658",37,21
"spot 659",37,23
"spot 660",37,25
"spot 661",37,27
"spot 662",37,29
"spot 663",37,31
"spot 664",37,33
"spot 665",37,35
"spot 666",37,37
"spot 667",37,39
"spot 668",37,41
"spot 669",37,43
"spot 670",37,45
"spot 671",37,47
"spot 672",37,49
"spot 673",37,51
"spot 674",37,53
"spot 675",37,7
"spot 676",37,9
"spot 677",38,10
"spot 678",38,12
"spot 679",38,14
"spot 680",38,16
"spot 681",38,18
"spot 682",38,20
"spot 683",38,22
"spot 684",38,24
"spot 685",38,26
"spot 686",38,28
"spot 687",38,30
"spot 688",38,32
"spot 689",38,34
"spot 690",38,36
"spot 691",38,38
"spot 692",38,40
"spot 693",38,42
"spot 694",38,44
"spot 695",38,46
"spot 696",38,48
"spot 697",38,50
"spot 698",38,52
"spot 699",38,6
"spot 700",38,8
"spot 701",39,11
"spot 702",39,13
"spot 703",39,15
"spot 704",39,17
"spot 705",39,19
"spot 706",39,21
"spot 707",39,23
"spot 708",39,25
"spot 709",39,27
"spot 710",39,29
"spot 711",39,31
"spot 712",39,33
"spot 713",39,35
"spot 714",39,37
"spot 715",39,39
"spot 716",39,41
"spot 717",39,43
"spot 718",39,45
"spot 719",39,47
"spot 720",39,49
"spot 721",39,5
"spot 722",39,51
"spot 723",39,7
"spot 724",39,9
"spot 725",40,10
"spot 726",40,12
"spot 727",40,14
"spot 728",40,16
"spot 729",40,18
"spot 730",40,20
"spot 731",40,22
"spot 732",40,24
"spot 733",40,26
"spot 734",40,28
"spot 735",40,30
"spot 736",40,32
"spot 737",40,34
"spot 738",40,36
"spot 739",40,38
"spot 740",40,40
"spot 741",40,42
"spot 742",40,44
"spot 743",40,46
"spot 744",40,48
"spot 745",40,50
"spot 746",40,52
"spot 747",40,6
"spot 748",40,8
"spot 749",41,11
"spot 750",41,13
"spot 751",41,15
"spot 752",41,17
"spot 753",41,19
"spot 754",41,21
"spot 755",41,23
"spot 756",41,25
"spot 757",41,27
"spot 758",41,29
"spot 759",41,31
"spot 760",41,33
"spot 761",41,35
"spot 762",41,37
"spot 763",41,39
"spot 764",41,41
"spot 765",41,43
"spot 766",41,45
"spot 767",41,47
"spot 768",41,49
"spot 769",41,51
"spot 770",41,53
"spot 771",41,7
"spot 772",41,9
"spot 773",42,10
"spot 775",42,14
"spot 776",42,16
"spot 777",42,18
"spot 778",42,20
"spot 779",42,22
"spot 780",42,24
"spot 781",42,26
"spot 782",42,28
"spot 783",42,30
"spot 784",42,32
"spot 785",42,34
"spot 786",42,36
"spot 787",42,38
"spot 788",42,40
"spot 789",42,42
"spot 790",42,44
"spot 791",42,46
"spot 792",42,48
"spot 793",42,50
"spot 794",42,52
"spot 795",42,6
"spot 796",42,8
"spot 797",43,11
"spot 798",43,13
"spot 799",43,15
"spot 800",43,17
"spot 801",43,19
"spot 802",43,21
"spot 803",43,23
"spot 804",43,25
"spot 805",43,27
"spot 806",43,29
"spot 807",43,31
"spot 808",43,33
"spot 809",43,35
"spot 810",43,37
"spot 811",43,39
"spot 812",43,41
"spot 813",43,43
"spot 814",43,45
"spot 815",43,47
"spot 816",43,51
"spot 817",43,7
"spot 818",43,9
"spot 819",44,10
"spot 820",44,12
"spot 821",44,14
"spot 822",44,16
"spot 823",44,18
"spot 824",44,20
"spot 825",44,22
"spot 826",44,24
"spot 827",44,26
"spot 828",44,28
"spot 829",44,30
"spot 830",44,32
"spot 831",44,34
"spot 832",44,36
"spot 833",44,38
"spot 834",44,40
"spot 835",44,42
"spot 836",44,44
"spot 837",44,46
"spot 838",44,6
"spot 839",44,8
"spot 840",45,11
"spot 841",45,13
"spot 842",45,15
"spot 843",45,17
"spot 844",45,19
"spot 845",45,21
"spot 846",45,23
"spot 847",45,25
"spot 848",45,27
"spot 849",45,29
"spot 850",45,31
"spot 851",45,33
"spot 852",45,35
"spot 853",45,37
"spot 854",45,39
"spot 855",45,41
"spot 856",45,43
"spot 857",45,45
"spot 858",45,7
"spot 859",45,9
"spot 860",46,10
"spot 861",46,12
"spot 862",46,14
"spot 863",46,16
"spot 864",46,18
"spot 865",46,20
"spot 866",46,22
"spot 867",46,24
"spot 868",46,26
"spot 869",46,28
"spot 870",46,30
"spot 871",46,32
"spot 872",46,34
"spot 873",46,36
"spot 874",46,38
"spot 875",46,40
"spot 876",46,42
"spot 877",46,44
"spot 878",46,6
"spot 879",46,8
"spot 880",47,11
"spot 881",47,13
"spot 882",47,15
"spot 883",47,17
"spot 884",47,19
"spot 885",47,21
"spot 886",47,23
"spot 887",47,25
"spot 888",47,27
"spot 889",47,29
"spot 890",47,31
"spot 891",47,33
"spot 892",47,35
"spot 893",47,37
"spot 894",47,39
"spot 895",47,41
"spot 896",47,7
"spot 897",47,9
"spot 898",48,10
"spot 899",48,12
"spot 900",48,14
"spot 901",48,16
"spot 902",48,18
"spot 903",48,20
"spot 904",48,22
"spot 905",48,24
"spot 906",48,26
"spot 907",48,28
"spot 908",48,30
"spot 909",48,32
"spot 910",48,34
"spot 911",48,36
"spot 912",48,38
"spot 913",48,40
"spot 914",48,42
"spot 915",48,6
"spot 916",48,8
"spot 917",49,11
"spot 918",49,13
"spot 919",49,15
"spot 920",49,17
"spot 921",49,19
"spot 922",49,21
"spot 923",49,23
"spot 924",49,25
"spot 925",49,27
"spot 926",49,29
"spot 927",49,31
"spot 928",49,33
"spot 929",49,35
"spot 930",49,37
"spot 931",49,39
"spot 932",49,41
"spot 933",49,43
"spot 934",49,7
"spot 935",49,9
"spot 936",50,10
"spot 937",50,12
"spot 938",50,14
"spot 939",50,16
"spot 940",50,18
"spot 941",50,20
"spot 942",50,22
"spot 943",50,24
"spot 944",50,26
"spot 945",50,28
"spot 946",50,30
"spot 947",50,32
"spot 948",50,34
"spot 949",50,36
"spot 950",50,38
"spot 951",50,40
"spot 952",50,42
"spot 953",50,8
"spot 954",51,11
"spot 955",51,13
"spot 956",51,15
"spot 957",51,17
"spot 958",51,19
"spot 959",51,21
"spot 960",51,23
"spot 961",51,25
"spot 962",51,27
"spot 963",51,29
"spot 964",51,31
"spot 965",51,33
"spot 966",51,35
"spot 967",51,37
"spot 968",51,39
"spot 969",51,43
"spot 970",51,7
"spot 971",51,9
"spot 972",52,10
"spot 973",52,12
"spot 974",52,14
"spot 975",52,16
"spot 976",52,18
"spot 977",52,20
"spot 978",52,22
"spot 979",52,24
"spot 980",52,26
"spot 981",52,28
"spot 982",52,30
"spot 983",52,32
"spot 984",52,34
"spot 985",52,36
"spot 986",52,38
"spot 987",52,8
"spot 988",53,11
"spot 989",53,13
"spot 990",53,15
"spot 991",53,17
"spot 992",53,19
"spot 993",53,21
"spot 994",53,23
"spot 995",53,25
"spot 996",53,27
"spot 997",53,29
"spot 998",53,31
"spot 999",53,33
"spot 1000",53,35
"spot 1001",53,37
"spot 1002",53,7
"spot 1003",53,9
"spot 1004",54,10
"spot 1005",54,12
"spot 1006",54,14
"spot 1007",54,16
"spot 1008",54,18
"spot 1009",54,20
"spot 1010",54,22
"spot 1011",54,24
"spot 1012",54,26
"spot 1013",54,28
"spot 1014",54,30
"spot 1015",54,32
"spot 1016",54,34
"spot 1017",54,36
"spot 1018",54,38
"spot 1019",54,8
"spot 1020",55,11
"spot 1021",55,13
"spot 1022",55,15
"spot 1023",55,17
"spot 1024",55,19
"spot 1025",55,21
"spot 1026",55,23
"spot 1027",55,25
"spot 1028",55,27
"spot 1029",55,29
"spot 1030",55,31
"spot 1031",55,33
"spot 1032",55,35
"spot 1033",55,37
"spot 1034",55,7
"spot 1035",55,9
"spot 1036",56,10
"spot 1037",56,12
"spot 1038",56,14
"spot 1039",56,16
"spot 1040",56,18
"spot 1041",56,20
"spot 1042",56,22
"spot 1043",56,24
"spot 1044",56,26
"spot 1045",56,28
"spot 1046",56,30
"spot 1047",56,32
"spot 1048",56,34
"spot 1049",56,8
"spot 1050",57,11
"spot 1051",57,13
"spot 1052",57,15
"spot 1053",57,17
"spot 1054",57,19
"spot 1055",57,21
"spot 1056",57,23
"spot 1057",57,25
"spot 1058",57,27
"spot 1059",57,7
"spot 1060",57,9
"spot 1061",58,10
"spot 1062",58,12
"spot 1063",58,14
"spot 1064",58,16
"spot 1065",58,18
"spot 1066",58,20
"spot 1067",58,8
"spot 1068",9,37
"spot 1069",9,39
"spot 1070",9,49
"spot 1071",9,51
