"","x","y"
"spot 758",42,24
"spot 759",42,26
"spot 760",42,28
"spot 761",42,30
"spot 762",42,32
"spot 763",42,34
"spot 764",42,36
"spot 765",42,38
"spot 766",42,40
"spot 767",42,42
"spot 768",42,44
"spot 769",42,46
"spot 770",42,48
"spot 771",42,50
"spot 772",42,52
"spot 773",42,54
"spot 774",42,6
"spot 775",42,8
"spot 776",43,11
"spot 777",43,13
"spot 778",43,15
"spot 779",43,17
"spot 780",43,19
"spot 781",43,21
"spot 782",43,23
"spot 783",43,25
"spot 784",43,27
"spot 785",43,29
"spot 786",43,31
"spot 787",43,33
"spot 788",43,35
"spot 789",43,37
"spot 790",43,39
"spot 791",43,41
"spot 792",43,43
"spot 793",43,45
"spot 794",43,47
"spot 795",43,49
"spot 796",43,51
"spot 797",43,53
"spot 798",43,55
"spot 799",43,7
"spot 800",43,9
"spot 801",44,10
"spot 802",44,12
"spot 803",44,14
"spot 804",44,16
"spot 805",44,18
"spot 806",44,20
"spot 807",44,22
"spot 808",44,24
"spot 809",44,26
"spot 810",44,28
"spot 811",44,30
"spot 812",44,32
"spot 813",44,34
"spot 814",44,36
"spot 815",44,38
"spot 816",44,40
"spot 817",44,42
"spot 818",44,44
"spot 819",44,46
"spot 820",44,48
"spot 821",44,50
"spot 822",44,52
"spot 823",44,54
"spot 824",44,6
"spot 825",44,8
"spot 826",45,11
"spot 827",45,13
"spot 828",45,15
"spot 829",45,17
"spot 830",45,19
"spot 831",45,21
"spot 832",45,23
"spot 833",45,25
"spot 834",45,27
"spot 835",45,29
"spot 836",45,31
"spot 837",45,33
"spot 838",45,35
"spot 839",45,37
"spot 840",45,39
"spot 841",45,41
"spot 842",45,43
"spot 843",45,45
"spot 844",45,47
"spot 845",45,49
"spot 846",45,51
"spot 847",45,53
"spot 848",45,7
"spot 849",45,9
"spot 850",46,10
"spot 851",46,12
"spot 852",46,14
"spot 853",46,16
"spot 854",46,18
"spot 855",46,20
"spot 856",46,22
"spot 857",46,24
"spot 858",46,26
"spot 859",46,28
"spot 860",46,30
"spot 861",46,32
"spot 862",46,34
"spot 863",46,36
"spot 864",46,38
"spot 865",46,40
"spot 866",46,42
"spot 867",46,44
"spot 868",46,46
"spot 869",46,48
"spot 870",46,50
"spot 871",46,52
"spot 872",46,54
"spot 873",46,8
"spot 874",47,11
"spot 875",47,13
"spot 876",47,15
"spot 877",47,17
"spot 878",47,19
"spot 879",47,21
"spot 880",47,23
"spot 881",47,25
"spot 882",47,27
"spot 883",47,29
"spot 884",47,31
"spot 885",47,33
"spot 886",47,35
"spot 887",47,37
"spot 888",47,39
"spot 889",47,41
"spot 890",47,43
"spot 891",47,45
"spot 892",47,47
"spot 893",47,49
"spot 894",47,51
"spot 895",47,53
"spot 896",47,55
"spot 897",47,7
"spot 898",47,9
"spot 899",48,10
"spot 900",48,12
"spot 901",48,14
"spot 902",48,16
"spot 903",48,18
"spot 904",48,20
"spot 905",48,22
"spot 906",48,24
"spot 907",48,26
"spot 908",48,28
"spot 909",48,30
"spot 910",48,32
"spot 911",48,34
"spot 912",48,36
"spot 913",48,38
"spot 914",48,40
"spot 915",48,42
"spot 916",48,44
"spot 917",48,46
"spot 918",48,48
"spot 919",48,50
"spot 920",48,52
"spot 921",48,54
"spot 922",48,56
"spot 923",48,8
"spot 924",49,11
"spot 925",49,13
"spot 926",49,15
"spot 927",49,17
"spot 928",49,19
"spot 929",49,21
"spot 930",49,23
"spot 931",49,25
"spot 932",49,27
"spot 933",49,29
"spot 934",49,31
"spot 935",49,33
"spot 936",49,35
"spot 937",49,37
"spot 938",49,39
"spot 939",49,41
"spot 940",49,43
"spot 941",49,45
"spot 942",49,47
"spot 943",49,49
"spot 944",49,51
"spot 945",49,53
"spot 946",49,55
"spot 947",49,57
"spot 948",49,7
"spot 949",49,9
"spot 950",50,10
"spot 951",50,12
"spot 952",50,14
"spot 953",50,16
"spot 954",50,18
"spot 955",50,20
"spot 956",50,22
"spot 957",50,24
"spot 958",50,26
"spot 959",50,28
"spot 960",50,30
"spot 961",50,32
"spot 962",50,34
"spot 963",50,36
"spot 964",50,38
"spot 965",50,40
"spot 966",50,42
"spot 967",50,44
"spot 968",50,46
"spot 969",50,48
"spot 970",50,50
"spot 971",50,52
"spot 972",50,54
"spot 973",50,56
"spot 974",50,8
"spot 975",51,11
"spot 976",51,13
"spot 977",51,15
"spot 978",51,17
"spot 979",51,19
"spot 980",51,21
"spot 981",51,23
"spot 982",51,25
"spot 983",51,27
"spot 984",51,29
"spot 985",51,31
"spot 986",51,33
"spot 987",51,35
"spot 988",51,37
"spot 989",51,39
"spot 990",51,41
"spot 991",51,43
"spot 992",51,45
"spot 993",51,47
"spot 994",51,49
"spot 995",51,51
"spot 996",51,53
"spot 997",51,55
"spot 998",51,57
"spot 999",51,7
"spot 1000",51,9
"spot 1001",52,10
"spot 1002",52,12
"spot 1003",52,14
"spot 1004",52,16
"spot 1005",52,18
"spot 1006",52,20
"spot 1007",52,22
"spot 1008",52,24
"spot 1009",52,26
"spot 1010",52,28
"spot 1011",52,30
"spot 1012",52,32
"spot 1013",52,34
"spot 1014",52,36
"spot 1015",52,38
"spot 1016",52,40
"spot 1017",52,42
"spot 1018",52,44
"spot 1019",52,46
"spot 1020",52,48
"spot 1021",52,50
"spot 1022",52,52
"spot 1023",52,54
"spot 1024",52,56
"spot 1025",52,58
"spot 1026",52,8
"spot 1027",53,11
"spot 1028",53,13
"spot 1029",53,15
"spot 1030",53,17
"spot 1031",53,19
"spot 1032",53,21
"spot 1033",53,23
"spot 1034",53,25
"spot 1035",53,27
"spot 1036",53,29
"spot 1037",53,31
"spot 1038",53,33
"spot 1039",53,35
"spot 1040",53,37
"spot 1041",53,39
"spot 1042",53,41
"spot 1043",53,43
"spot 1044",53,47
"spot 1045",53,49
"spot 1046",53,51
"spot 1047",53,53
"spot 1048",53,55
"spot 1049",53,57
"spot 1051",53,9
"spot 1052",54,10
"spot 1053",54,12
"spot 1054",54,14
"spot 1055",54,16
"spot 1056",54,18
"spot 1057",54,20
"spot 1058",54,22
"spot 1059",54,24
"spot 1060",54,26
"spot 1061",54,28
"spot 1062",54,30
"spot 1063",54,32
"spot 1064",54,34
"spot 1065",54,36
"spot 1066",54,38
"spot 1067",54,40
"spot 1068",54,42
"spot 1069",54,48
"spot 1070",54,52
"spot 1071",54,54
"spot 1072",54,56
"spot 1073",54,58
"spot 1074",54,60
"spot 1075",54,8
"spot 1076",55,11
"spot 1077",55,13
"spot 1078",55,15
"spot 1079",55,17
"spot 1080",55,19
"spot 1081",55,21
"spot 1082",55,23
"spot 1083",55,25
"spot 1084",55,27
"spot 1085",55,29
"spot 1086",55,31
"spot 1087",55,33
"spot 1088",55,35
"spot 1089",55,37
"spot 1090",55,39
"spot 1091",55,41
"spot 1092",55,53
"spot 1093",55,55
"spot 1094",55,57
"spot 1095",55,59
"spot 1096",55,61
"spot 1097",55,9
"spot 1098",56,10
"spot 1099",56,12
"spot 1100",56,14
"spot 1101",56,16
"spot 1102",56,18
"spot 1103",56,20
"spot 1104",56,22
"spot 1105",56,24
"spot 1106",56,26
"spot 1107",56,28
"spot 1108",56,30
"spot 1109",56,32
"spot 1110",56,34
"spot 1111",56,36
"spot 1112",56,40
"spot 1113",57,11
"spot 1114",57,13
"spot 1115",57,15
"spot 1116",57,17
"spot 1117",57,19
"spot 1118",57,21
"spot 1119",57,23
"spot 1120",57,25
"spot 1121",57,27
"spot 1122",57,29
"spot 1123",57,31
"spot 1124",57,33
"spot 1125",57,35
"spot 1126",57,9
"spot 1127",58,10
"spot 1128",58,12
"spot 1129",58,14
"spot 1130",58,16
"spot 1131",58,18
"spot 1132",58,20
"spot 1133",58,22
"spot 1134",58,24
"spot 1135",58,26
"spot 1136",58,28
"spot 1137",58,32
"spot 1138",58,34
"spot 1139",59,11
"spot 1140",59,13
"spot 1141",59,15
"spot 1142",59,19
"spot 1143",59,21
"spot 1144",59,9
"spot 1145",60,14
