"TPR","FPR","F1"
1,0.98633871375505,0.183873411432521
1,1,0.181818181818182
1,0.789446249803887,0.219659135741543
1,0.994666666666667,0.182615047479912
1,0.637333333333333,0.258531540847984
1,0.997777777777778,0.182149362477231
1,0.997111111111111,0.182248952068526
1,0.935777777777778,0.191901746305891
1,0.999333333333333,0.181917409496089
1,0.993777777777778,0.182748538011696
1,0.915111111111111,0.195388823759281
1,0.995777777777778,0.182448458310527
1,0.979333333333333,0.184945441094877
1,0.853111111111111,0.206654267410622
1,0.877111111111111,0.202142712755205
1,0.970222222222222,0.186358553857622
1,0.999555555555556,0.18188432157148
1,0.993333333333333,0.182815356489945
1,0.965111111111111,0.187160771102377
1,0.982444444444444,0.184467810367091
1,0.997333333333333,0.182215743440233
1,0.941777777777778,0.190912562046583
1,0.986222222222222,0.183891136447223
1,0.996,0.182415176942722
1,0.988666666666667,0.183519911910442
1,0.979555555555556,0.18491124260355
1,0.995111111111111,0.18254837531946
1,0.840444444444444,0.209117524048515
1,0.933333333333333,0.192307692307692
1,0.781777777777778,0.221336874723329
1,0.988888888888889,0.18348623853211
1,0.929555555555556,0.19293845263361
1,0.946222222222222,0.190186382655002
1,0.928444444444444,0.193124758594052
1,0.977333333333333,0.185253797702853
1,0.968222222222222,0.186671644577189
1,0.923777777777778,0.193911188675587
1,0.851333333333333,0.206996481059822
1,0.990888888888889,0.183183733284484
1,0.992444444444444,0.182949140139041
1,0.987111111111111,0.183755972069092
1,0.990666666666667,0.183217295712715
1,0.828444444444444,0.211505922165821
1,0.417777777777778,0.347222222222222
1,0.985333333333333,0.184026499815974
1,1,0.181818181818182
1,0.999555555555556,0.18188432157148
1,1,0.181818181818182
1,0.994222222222222,0.182681768359518
1,0.938,0.19153418885271
