"method","set","value","inf","inte_situ","pattern"
"spVC-AVE","F1",0.592853898844493,"inf1","scenario 1","focal"
"spVC-AVE","F1",0.584251427141775,"inf1","scenario 1","focal"
"spVC-AVE","F1",0.363452718333678,"inf1","scenario 1","linear"
"spVC-AVE","F1",0.31398909436457,"inf1","scenario 1","linear"
"spVC-AVE","F1",0.313775979257719,"inf1","scenario 1","linear"
"spVC-AVE","F1",0.789103247562488,"inf1","scenario 1","period"
"spVC-AVE","F1",0.792403411828772,"inf1","scenario 1","period"
"spVC-AVE","F1",0.783850224725939,"inf1","scenario 1","period"
"spVC-AVE","F1",0.792299953271921,"inf1","scenario 1","period"
"spVC-AVE","F1",0.779734347153042,"inf1","scenario 1","period"
"spVC-AVE","F1",0.786920394815295,"inf1","scenario 1","period"
"spVC-AVE","F1",0.779225037024274,"inf1","scenario 1","period"
"spVC-AVE","F1",0.78653679711318,"inf1","scenario 1","period"
"spVC-AVE","F1",0.784811369325417,"inf1","scenario 1","period"
"spVC-AVE","F1",0.784642296524389,"inf1","scenario 1","period"
"spVC-AVE","F1",0.783817807864398,"inf1","scenario 1","period"
"spVC-AVE","F1",0.785359850182981,"inf1","scenario 1","period"
"spVC-AVE","F1",0.785880424873287,"inf1","scenario 1","period"
"spVC-AVE","F1",0.791386581228857,"inf1","scenario 1","period"
"spVC-AVE","F1",0.782559215476806,"inf1","scenario 1","period"
"spVC-AVE","F1",0.791205144970342,"inf1","scenario 1","period"
"spVC-AVE","F1",0.791906794477362,"inf1","scenario 1","period"
"spVC-AVE","F1",0.784619670026869,"inf1","scenario 1","period"
"spVC-AVE","F1",0.789057147817423,"inf1","scenario 1","period"
"spVC-AVE","F1",0.76936227003933,"inf1","scenario 1","period"
"spVC-AVE","F1",0.781738538556178,"inf1","scenario 1","period"
"spVC-AVE","F1",0.787501855783319,"inf1","scenario 1","period"
"spVC-AVE","F1",0.78790230582706,"inf1","scenario 1","period"
"spVC-AVE","F1",0.78606835141694,"inf1","scenario 1","period"
"spVC-AVE","F1",0.787752102125702,"inf1","scenario 1","period"
"spVC-AVE","F1",0.789766995627049,"inf1","scenario 1","period"
"spVC-AVE","F1",0.399665454874503,"inf1","scenario 2","focal"
"spVC-AVE","F1",0.412409633383315,"inf1","scenario 2","focal"
"spVC-AVE","F1",0.41255230604068,"inf1","scenario 2","linear"
"spVC-AVE","F1",0.434246377758467,"inf1","scenario 2","linear"
"spVC-AVE","F1",0.410664559375887,"inf1","scenario 2","linear"
"spVC-AVE","F1",0.733471471367624,"inf1","scenario 2","period"
"spVC-AVE","F1",0.73631776329617,"inf1","scenario 2","period"
"spVC-AVE","F1",0.705633303922826,"inf1","scenario 2","period"
"spVC-AVE","F1",0.732216132203855,"inf1","scenario 2","period"
"spVC-AVE","F1",0.752771691628051,"inf1","scenario 2","period"
"spVC-AVE","F1",0.723188146478089,"inf1","scenario 2","period"
"spVC-AVE","F1",0.738950912914836,"inf1","scenario 2","period"
"spVC-AVE","F1",0.718453982495913,"inf1","scenario 2","period"
"spVC-AVE","F1",0.725538772695885,"inf1","scenario 2","period"
"spVC-AVE","F1",0.739550685808754,"inf1","scenario 2","period"
"spVC-AVE","F1",0.739851385240564,"inf1","scenario 2","period"
"spVC-AVE","F1",0.745475508510879,"inf1","scenario 2","period"
"spVC-AVE","F1",0.755635546326868,"inf1","scenario 2","period"
"spVC-AVE","F1",0.731023601951584,"inf1","scenario 2","period"
"spVC-AVE","F1",0.727736978864419,"inf1","scenario 2","period"
"spVC-AVE","F1",0.749341368060959,"inf1","scenario 2","period"
"spVC-AVE","F1",0.731079455937972,"inf1","scenario 2","period"
"spVC-AVE","F1",0.710994032064545,"inf1","scenario 2","period"
"spVC-AVE","F1",0.718741857902434,"inf1","scenario 2","period"
"spVC-AVE","F1",0.741693718679254,"inf1","scenario 2","period"
"spVC-AVE","F1",0.723251126642312,"inf1","scenario 2","period"
"spVC-AVE","F1",0.753249804100008,"inf1","scenario 2","period"
"spVC-AVE","F1",0.721039623768253,"inf1","scenario 2","period"
"spVC-AVE","F1",0.720640482685646,"inf1","scenario 2","period"
"spVC-AVE","F1",0.747809244990568,"inf1","scenario 2","period"
"spVC-AVE","F1",0.747292958542981,"inf1","scenario 2","period"
"spVC-AVE","F1",0.327025278112638,"inf1","scenario 3","focal"
"spVC-AVE","F1",0.314085357666171,"inf1","scenario 3","focal"
"spVC-AVE","F1",0.567867532569965,"inf1","scenario 3","linear"
"spVC-AVE","F1",0.450484633087788,"inf1","scenario 3","linear"
"spVC-AVE","F1",0.509998328875358,"inf1","scenario 3","linear"
"spVC-AVE","F1",0.736738802469075,"inf1","scenario 3","period"
"spVC-AVE","F1",0.763034875231775,"inf1","scenario 3","period"
"spVC-AVE","F1",0.732160045763814,"inf1","scenario 3","period"
"spVC-AVE","F1",0.714742673186139,"inf1","scenario 3","period"
"spVC-AVE","F1",0.753070403504207,"inf1","scenario 3","period"
"spVC-AVE","F1",0.764002678220718,"inf1","scenario 3","period"
"spVC-AVE","F1",0.708107000851066,"inf1","scenario 3","period"
"spVC-AVE","F1",0.772943714022039,"inf1","scenario 3","period"
"spVC-AVE","F1",0.720381661051188,"inf1","scenario 3","period"
"spVC-AVE","F1",0.773324510470826,"inf1","scenario 3","period"
"spVC-AVE","F1",0.738917517708414,"inf1","scenario 3","period"
"spVC-AVE","F1",0.762906540672701,"inf1","scenario 3","period"
"spVC-AVE","F1",0.730865701532493,"inf1","scenario 3","period"
"spVC-AVE","F1",0.718683019354565,"inf1","scenario 3","period"
"spVC-AVE","F1",0.73579794483015,"inf1","scenario 3","period"
"spVC-AVE","F1",0.766104129537113,"inf1","scenario 3","period"
"spVC-AVE","F1",0.736863184507663,"inf1","scenario 3","period"
"spVC-AVE","F1",0.715593127646989,"inf1","scenario 3","period"
"spVC-AVE","F1",0.720818610027097,"inf1","scenario 3","period"
"spVC-AVE","F1",0.732762203379929,"inf1","scenario 3","period"
"spVC-AVE","F1",0.735259366728597,"inf1","scenario 3","period"
"spVC-AVE","F1",0.728898900625669,"inf1","scenario 3","period"
"spVC-AVE","F1",0.73892496805599,"inf1","scenario 3","period"
"spVC-AVE","F1",0.725893106654377,"inf1","scenario 3","period"
"spVC-AVE","F1",0.749405884123175,"inf1","scenario 3","period"
"spVC-AVE","F1",0.719109145145699,"inf1","scenario 3","period"
"spVC-AVE","F1",0.182109262653803,"inf1","scenario 4","focal"
"spVC-AVE","F1",0.227256944982919,"inf1","scenario 4","focal"
"spVC-AVE","F1",0.532280935839577,"inf1","scenario 4","linear"
"spVC-AVE","F1",0.427812027155159,"inf1","scenario 4","linear"
