"method","set","value","inf","inte_situ","pattern"
"IBaySVG","FPR",0.00932827489979535,"inf1","scenario 1","period"
"IBaySVG","FPR",0.00647299936872132,"inf1","scenario 2","focal"
"IBaySVG","FPR",0.00824183814110765,"inf1","scenario 2","linear"
"IBaySVG","FPR",0.0073462821346383,"inf1","scenario 2","period"
"IBaySVG","FPR",0.00460734264088908,"inf1","scenario 3","focal"
"IBaySVG","FPR",0.00642011906025098,"inf1","scenario 3","linear"
"IBaySVG","FPR",0.00503110742208317,"inf1","scenario 3","period"
"IBaySVG","FPR",0.00485960536881832,"inf1","scenario 4","focal"
"IBaySVG","FPR",0.00811383182983998,"inf1","scenario 4","linear"
"IBaySVG","FPR",0.00519759993824983,"inf1","scenario 4","period"
"IBaySVG","FPR",0.00340843424738748,"inf3","scenario 1","focal"
"IBaySVG","FPR",0.00339704105792345,"inf3","scenario 1","linear"
"IBaySVG","FPR",0.00314265998059265,"inf3","scenario 1","period"
"IBaySVG","FPR",0.0051655587019088,"inf3","scenario 2","focal"
"IBaySVG","FPR",0.00340350335505565,"inf3","scenario 2","linear"
"IBaySVG","FPR",0.0028120480728764,"inf3","scenario 2","period"
"IBaySVG","FPR",0.00434450954024453,"inf3","scenario 3","focal"
"IBaySVG","FPR",0.00411077374094503,"inf3","scenario 3","linear"
"IBaySVG","FPR",0.000982120487730956,"inf3","scenario 3","period"
"IBaySVG","FPR",0.00139708863331681,"inf3","scenario 4","focal"
"IBaySVG","FPR",0.0037362109371135,"inf3","scenario 4","linear"
"IBaySVG","FPR",0.00394978481270587,"inf3","scenario 4","period"
"IBaySVG","FPR",0.0060485963911481,"inf5","scenario 1","focal"
"IBaySVG","FPR",0.0040177158276972,"inf5","scenario 1","linear"
"IBaySVG","FPR",0.00360885456112443,"inf5","scenario 1","period"
"IBaySVG","FPR",0.0032883323176613,"inf5","scenario 2","focal"
"IBaySVG","FPR",0.00372329247125915,"inf5","scenario 2","linear"
"IBaySVG","FPR",0.0032679353075379,"inf5","scenario 2","period"
"IBaySVG","FPR",0.00386331192598125,"inf5","scenario 3","focal"
"IBaySVG","FPR",0.00413669788393133,"inf5","scenario 3","linear"
"IBaySVG","FPR",0.00422560718056893,"inf5","scenario 3","period"
"IBaySVG","FPR",0.00167694800640081,"inf5","scenario 4","focal"
"IBaySVG","FPR",0.00221719646185172,"inf5","scenario 4","linear"
"IBaySVG","FPR",0.00266213065348076,"inf5","scenario 4","period"
"IBaySVG","precision",0.950562359737656,"inf1","scenario 1","focal"
"IBaySVG","precision",0.957639323927075,"inf1","scenario 1","linear"
"IBaySVG","precision",0.945569224662266,"inf1","scenario 1","period"
"IBaySVG","precision",0.931875980164359,"inf1","scenario 2","focal"
"IBaySVG","precision",0.947120467770375,"inf1","scenario 2","linear"
"IBaySVG","precision",0.940115647575507,"inf1","scenario 2","period"
"IBaySVG","precision",0.945777178105812,"inf1","scenario 3","focal"
"IBaySVG","precision",0.957324660693334,"inf1","scenario 3","linear"
"IBaySVG","precision",0.951650197954003,"inf1","scenario 3","period"
"IBaySVG","precision",0.947439220268975,"inf1","scenario 4","focal"
"IBaySVG","precision",0.957305961550947,"inf1","scenario 4","linear"
"IBaySVG","precision",0.938939080343586,"inf1","scenario 4","period"
"IBaySVG","precision",0.972238696662278,"inf3","scenario 1","focal"
"IBaySVG","precision",0.972463388275996,"inf3","scenario 1","linear"
"IBaySVG","precision",0.966910676769748,"inf3","scenario 1","period"
"IBaySVG","precision",0.968994282422334,"inf3","scenario 2","focal"
"IBaySVG","precision",0.963966475437739,"inf3","scenario 2","linear"
"IBaySVG","precision",0.964036931916117,"inf3","scenario 2","period"
"IBaySVG","precision",0.98290755159448,"inf3","scenario 3","focal"
"IBaySVG","precision",0.982649220800637,"inf3","scenario 3","linear"
"IBaySVG","precision",0.970319563721466,"inf3","scenario 3","period"
"IBaySVG","precision",0.97964437066757,"inf3","scenario 4","focal"
"IBaySVG","precision",0.977019781249317,"inf3","scenario 4","linear"
"IBaySVG","precision",0.978781101776479,"inf3","scenario 4","period"
"IBaySVG","precision",0.973389374448105,"inf5","scenario 1","focal"
"IBaySVG","precision",0.980232250714097,"inf5","scenario 1","linear"
"IBaySVG","precision",0.961289625474789,"inf5","scenario 1","period"
"IBaySVG","precision",0.951131326290049,"inf5","scenario 2","focal"
"IBaySVG","precision",0.95880948981447,"inf5","scenario 2","linear"
"IBaySVG","precision",0.973836261356286,"inf5","scenario 2","period"
"IBaySVG","precision",0.971035169350881,"inf5","scenario 3","focal"
"IBaySVG","precision",0.955736504303985,"inf5","scenario 3","linear"
"IBaySVG","precision",0.9586804462667,"inf5","scenario 3","period"
"IBaySVG","precision",0.938751678143522,"inf5","scenario 4","focal"
"IBaySVG","precision",0.97212595925532,"inf5","scenario 4","linear"
"IBaySVG","precision",0.954419416991461,"inf5","scenario 4","period"
"IBaySVG","recall",1,"inf1","scenario 1","focal"
"IBaySVG","recall",1,"inf1","scenario 1","linear"
"IBaySVG","recall",1,"inf1","scenario 1","period"
"IBaySVG","recall",0.999008057430811,"inf1","scenario 2","focal"
"IBaySVG","recall",1,"inf1","scenario 2","linear"
"IBaySVG","recall",0.995385333428368,"inf1","scenario 2","period"
"IBaySVG","recall",0.999888987432661,"inf1","scenario 3","focal"
"IBaySVG","recall",1,"inf1","scenario 3","linear"
"IBaySVG","recall",0.992212466589783,"inf1","scenario 3","period"
"IBaySVG","recall",0.796855605686695,"inf1","scenario 4","focal"
"IBaySVG","recall",1,"inf1","scenario 4","linear"
"IBaySVG","recall",1,"inf1","scenario 4","period"
"IBaySVG","recall",1,"inf3","scenario 1","focal"
"IBaySVG","recall",1,"inf3","scenario 1","linear"
"IBaySVG","recall",0.997512624708049,"inf3","scenario 1","period"
"IBaySVG","recall",1,"inf3","scenario 2","focal"
"IBaySVG","recall",1,"inf3","scenario 2","linear"
"IBaySVG","recall",0.983790244194791,"inf3","scenario 2","period"
"IBaySVG","recall",0.994751585803265,"inf3","scenario 3","focal"
"IBaySVG","recall",1,"inf3","scenario 3","linear"
"IBaySVG","recall",1,"inf3","scenario 3","period"
"IBaySVG","recall",0.663513601358388,"inf3","scenario 4","focal"
"IBaySVG","recall",0.944408000752782,"inf3","scenario 4","linear"
"IBaySVG","recall",1,"inf3","scenario 4","period"
"IBaySVG","recall",0.993906773519737,"inf5","scenario 1","focal"
"IBaySVG","recall",1,"inf5","scenario 1","linear"
"IBaySVG","recall",0.917753575606612,"inf5","scenario 1","period"
"IBaySVG","recall",0.975358155062256,"inf5","scenario 2","focal"
"IBaySVG","recall",1,"inf5","scenario 2","linear"
"IBaySVG","recall",1,"inf5","scenario 2","period"
"IBaySVG","recall",0.890512943382339,"inf5","scenario 3","focal"
"IBaySVG","recall",1,"inf5","scenario 3","linear"
"IBaySVG","recall",0.900677878252802,"inf5","scenario 3","period"
"IBaySVG","recall",0.339592076635532,"inf5","scenario 4","focal"
"IBaySVG","recall",0.816866036902589,"inf5","scenario 4","linear"
"IBaySVG","recall",1,"inf5","scenario 4","period"
"IBaySVG","F1",0.952380952380952,"inf1","scenario 1","focal"
"IBaySVG","precision",0.909090909090909,"inf1","scenario 1","focal"
"IBaySVG","recall",1,"inf1","scenario 1","focal"
"IBaySVG","FPR",0.0111111111111111,"inf1","scenario 1","focal"
"IBaySVG","F1",0.968932038834951,"inf1","scenario 2","focal"
"IBaySVG","precision",0.941509433962264,"inf1","scenario 2","focal"
"IBaySVG","recall",0.998,"inf1","scenario 2","focal"
"IBaySVG","FPR",0.00688888888888889,"inf1","scenario 2","focal"
"IBaySVG","F1",0.970873786407767,"inf1","scenario 3","focal"
"IBaySVG","precision",0.943396226415094,"inf1","scenario 3","focal"
"IBaySVG","recall",1,"inf1","scenario 3","focal"
"IBaySVG","FPR",0.00666666666666667,"inf1","scenario 3","focal"
"IBaySVG","F1",0.936344969199179,"inf1","scenario 4","focal"
"IBaySVG","precision",0.962025316455696,"inf1","scenario 4","focal"
"IBaySVG","recall",0.912,"inf1","scenario 4","focal"
"IBaySVG","FPR",0.004,"inf1","scenario 4","focal"
"IBaySVG","F1",0.9765625,"inf3","scenario 1","focal"
"IBaySVG","precision",0.954198473282443,"inf3","scenario 1","focal"
"IBaySVG","recall",1,"inf3","scenario 1","focal"
"IBaySVG","FPR",0.00533333333333333,"inf3","scenario 1","focal"
"IBaySVG","F1",0.982142857142857,"inf3","scenario 2","focal"
"IBaySVG","precision",0.974409448818898,"inf3","scenario 2","focal"
"IBaySVG","recall",0.99,"inf3","scenario 2","focal"
"IBaySVG","FPR",0.00288888888888889,"inf3","scenario 2","focal"
"IBaySVG","F1",0.988118811881188,"inf3","scenario 3","focal"
"IBaySVG","precision",0.97843137254902,"inf3","scenario 3","focal"
"IBaySVG","recall",0.998,"inf3","scenario 3","focal"
"IBaySVG","FPR",0.00244444444444444,"inf3","scenario 3","focal"
"IBaySVG","F1",0.8422247446084,"inf3","scenario 4","focal"
"IBaySVG","precision",0.973753280839895,"inf3","scenario 4","focal"
"IBaySVG","recall",0.742,"inf3","scenario 4","focal"
"IBaySVG","FPR",0.00222222222222222,"inf3","scenario 4","focal"
"IBaySVG","F1",0.983184965380811,"inf5","scenario 1","focal"
"IBaySVG","precision",0.972602739726027,"inf5","scenario 1","focal"
"IBaySVG","recall",0.994,"inf5","scenario 1","focal"
"IBaySVG","FPR",0.00311111111111111,"inf5","scenario 1","focal"
"IBaySVG","F1",0.925809822361546,"inf5","scenario 2","focal"
"IBaySVG","precision",0.969365426695842,"inf5","scenario 2","focal"
"IBaySVG","recall",0.886,"inf5","scenario 2","focal"
"IBaySVG","FPR",0.00311111111111111,"inf5","scenario 2","focal"
"IBaySVG","F1",0.922916666666667,"inf5","scenario 3","focal"
"IBaySVG","precision",0.96304347826087,"inf5","scenario 3","focal"
"IBaySVG","recall",0.886,"inf5","scenario 3","focal"
"IBaySVG","FPR",0.00377777777777778,"inf5","scenario 3","focal"
"IBaySVG","F1",0.39375,"inf5","scenario 4","focal"
"IBaySVG","precision",0.9,"inf5","scenario 4","focal"
"IBaySVG","recall",0.252,"inf5","scenario 4","focal"
"IBaySVG","FPR",0.00311111111111111,"inf5","scenario 4","focal"
"IBaySVG","F1",0.971817298347911,"inf1","scenario 1","focal"
"IBaySVG","precision",0.945179584120983,"inf1","scenario 1","focal"
"IBaySVG","recall",1,"inf1","scenario 1","focal"
"IBaySVG","FPR",0.00644444444444444,"inf1","scenario 1","focal"
"IBaySVG","F1",0.975609756097561,"inf1","scenario 2","focal"
"IBaySVG","precision",0.952380952380952,"inf1","scenario 2","focal"
"IBaySVG","recall",1,"inf1","scenario 2","focal"
"IBaySVG","FPR",0.00555555555555556,"inf1","scenario 2","focal"
"IBaySVG","F1",0.970873786407767,"inf1","scenario 3","focal"
"IBaySVG","precision",0.943396226415094,"inf1","scenario 3","focal"
"IBaySVG","recall",1,"inf1","scenario 3","focal"
"IBaySVG","FPR",0.00666666666666667,"inf1","scenario 3","focal"
"IBaySVG","F1",0.88008800880088,"inf1","scenario 4","focal"
"IBaySVG","precision",0.97799511002445,"inf1","scenario 4","focal"
"IBaySVG","recall",0.8,"inf1","scenario 4","focal"
"IBaySVG","FPR",0.002,"inf1","scenario 4","focal"
"IBaySVG","F1",0.987166831194472,"inf3","scenario 1","focal"
"IBaySVG","precision",0.974658869395711,"inf3","scenario 1","focal"
"IBaySVG","recall",1,"inf3","scenario 1","focal"
"IBaySVG","FPR",0.00288888888888889,"inf3","scenario 1","focal"
"IBaySVG","F1",0.989119683481701,"inf3","scenario 2","focal"
"IBaySVG","precision",0.978473581213307,"inf3","scenario 2","focal"
"IBaySVG","recall",1,"inf3","scenario 2","focal"
"IBaySVG","FPR",0.00244444444444444,"inf3","scenario 2","focal"
"IBaySVG","F1",0.985163204747774,"inf3","scenario 3","focal"
"IBaySVG","precision",0.974559686888454,"inf3","scenario 3","focal"
"IBaySVG","recall",0.996,"inf3","scenario 3","focal"
"IBaySVG","FPR",0.00288888888888889,"inf3","scenario 3","focal"
"IBaySVG","F1",0.712468193384224,"inf3","scenario 4","focal"
"IBaySVG","precision",0.979020979020979,"inf3","scenario 4","focal"
"IBaySVG","recall",0.56,"inf3","scenario 4","focal"
"IBaySVG","FPR",0.00133333333333333,"inf3","scenario 4","focal"
"IBaySVG","F1",0.985221674876847,"inf5","scenario 1","focal"
"IBaySVG","precision",0.970873786407767,"inf5","scenario 1","focal"
"IBaySVG","recall",1,"inf5","scenario 1","focal"
"IBaySVG","FPR",0.00333333333333333,"inf5","scenario 1","focal"
"IBaySVG","F1",0.977114427860697,"inf5","scenario 2","focal"
"IBaySVG","precision",0.972277227722772,"inf5","scenario 2","focal"
"IBaySVG","recall",0.982,"inf5","scenario 2","focal"
"IBaySVG","FPR",0.00311111111111111,"inf5","scenario 2","focal"
"IBaySVG","F1",0.88695652173913,"inf5","scenario 3","focal"
"IBaySVG","precision",0.971428571428571,"inf5","scenario 3","focal"
"IBaySVG","recall",0.816,"inf5","scenario 3","focal"
"IBaySVG","FPR",0.00266666666666667,"inf5","scenario 3","focal"
"IBaySVG","F1",0.441358024691358,"inf5","scenario 4","focal"
"IBaySVG","precision",0.966216216216216,"inf5","scenario 4","focal"
"IBaySVG","recall",0.286,"inf5","scenario 4","focal"
"IBaySVG","FPR",0.00111111111111111,"inf5","scenario 4","focal"
"IBaySVG","F1",0.968054211035818,"inf1","scenario 1","focal"
"IBaySVG","precision",0.938086303939962,"inf1","scenario 1","focal"
"IBaySVG","recall",1,"inf1","scenario 1","focal"
"IBaySVG","FPR",0.00733333333333333,"inf1","scenario 1","focal"
"IBaySVG","F1",0.974658869395711,"inf1","scenario 2","focal"
"IBaySVG","precision",0.950570342205323,"inf1","scenario 2","focal"
"IBaySVG","recall",1,"inf1","scenario 2","focal"
"IBaySVG","FPR",0.00577777777777778,"inf1","scenario 2","focal"
"IBaySVG","F1",0.9765625,"inf1","scenario 3","focal"
"IBaySVG","precision",0.954198473282443,"inf1","scenario 3","focal"
"IBaySVG","recall",1,"inf1","scenario 3","focal"
"IBaySVG","FPR",0.00533333333333333,"inf1","scenario 3","focal"
"IBaySVG","F1",0.954091816367265,"inf1","scenario 4","focal"
"IBaySVG","precision",0.952191235059761,"inf1","scenario 4","focal"
"IBaySVG","recall",0.956,"inf1","scenario 4","focal"
"IBaySVG","FPR",0.00533333333333333,"inf1","scenario 4","focal"
"IBaySVG","F1",0.986193293885602,"inf3","scenario 1","focal"
"IBaySVG","precision",0.972762645914397,"inf3","scenario 1","focal"
"IBaySVG","recall",1,"inf3","scenario 1","focal"
"IBaySVG","FPR",0.00311111111111111,"inf3","scenario 1","focal"
"IBaySVG","F1",0.987141444114738,"inf3","scenario 2","focal"
"IBaySVG","precision",0.976516634050881,"inf3","scenario 2","focal"
"IBaySVG","recall",0.998,"inf3","scenario 2","focal"
"IBaySVG","FPR",0.00266666666666667,"inf3","scenario 2","focal"
"IBaySVG","F1",0.987115956392468,"inf3","scenario 3","focal"
"IBaySVG","precision",0.978388998035363,"inf3","scenario 3","focal"
"IBaySVG","recall",0.996,"inf3","scenario 3","focal"
"IBaySVG","FPR",0.00244444444444444,"inf3","scenario 3","focal"
"IBaySVG","F1",0.882483370288248,"inf3","scenario 4","focal"
"IBaySVG","precision",0.990049751243781,"inf3","scenario 4","focal"
"IBaySVG","recall",0.796,"inf3","scenario 4","focal"
"IBaySVG","FPR",0.000888888888888889,"inf3","scenario 4","focal"
"IBaySVG","F1",0.982248520710059,"inf5","scenario 1","focal"
"IBaySVG","precision",0.968871595330739,"inf5","scenario 1","focal"
"IBaySVG","recall",0.996,"inf5","scenario 1","focal"
"IBaySVG","FPR",0.00355555555555556,"inf5","scenario 1","focal"
"IBaySVG","F1",0.955102040816327,"inf5","scenario 2","focal"
"IBaySVG","precision",0.975,"inf5","scenario 2","focal"
"IBaySVG","recall",0.936,"inf5","scenario 2","focal"
"IBaySVG","FPR",0.00266666666666667,"inf5","scenario 2","focal"
"IBaySVG","F1",0.849557522123894,"inf5","scenario 3","focal"
"IBaySVG","precision",0.95049504950495,"inf5","scenario 3","focal"
"IBaySVG","recall",0.768,"inf5","scenario 3","focal"
"IBaySVG","FPR",0.00444444444444444,"inf5","scenario 3","focal"
"IBaySVG","F1",0.558533145275035,"inf5","scenario 4","focal"
"IBaySVG","precision",0.947368421052632,"inf5","scenario 4","focal"
"IBaySVG","recall",0.396,"inf5","scenario 4","focal"
"IBaySVG","FPR",0.00244444444444444,"inf5","scenario 4","focal"
"IBaySVG","F1",0.972762645914397,"inf1","scenario 1","focal"
"IBaySVG","precision",0.946969696969697,"inf1","scenario 1","focal"
"IBaySVG","recall",1,"inf1","scenario 1","focal"
"IBaySVG","FPR",0.00622222222222222,"inf1","scenario 1","focal"
"IBaySVG","F1",0.971817298347911,"inf1","scenario 2","focal"
"IBaySVG","precision",0.945179584120983,"inf1","scenario 2","focal"
"IBaySVG","recall",1,"inf1","scenario 2","focal"
"IBaySVG","FPR",0.00644444444444444,"inf1","scenario 2","focal"
"IBaySVG","F1",0.974658869395711,"inf1","scenario 3","focal"
"IBaySVG","precision",0.950570342205323,"inf1","scenario 3","focal"
"IBaySVG","recall",1,"inf1","scenario 3","focal"
"IBaySVG","FPR",0.00577777777777778,"inf1","scenario 3","focal"
"IBaySVG","F1",0.907936507936508,"inf1","scenario 4","focal"
"IBaySVG","precision",0.964044943820225,"inf1","scenario 4","focal"
"IBaySVG","recall",0.858,"inf1","scenario 4","focal"
"IBaySVG","FPR",0.00355555555555556,"inf1","scenario 4","focal"
"IBaySVG","F1",0.988142292490119,"inf3","scenario 1","focal"
"IBaySVG","precision",0.9765625,"inf3","scenario 1","focal"
"IBaySVG","recall",1,"inf3","scenario 1","focal"
"IBaySVG","FPR",0.00266666666666667,"inf3","scenario 1","focal"
"IBaySVG","F1",0.983284169124877,"inf3","scenario 2","focal"
"IBaySVG","precision",0.967117988394584,"inf3","scenario 2","focal"
"IBaySVG","recall",1,"inf3","scenario 2","focal"
"IBaySVG","FPR",0.00377777777777778,"inf3","scenario 2","focal"
"IBaySVG","F1",0.981169474727453,"inf3","scenario 3","focal"
"IBaySVG","precision",0.972495088408644,"inf3","scenario 3","focal"
"IBaySVG","recall",0.99,"inf3","scenario 3","focal"
"IBaySVG","FPR",0.00311111111111111,"inf3","scenario 3","focal"
"IBaySVG","F1",0.758873929008568,"inf3","scenario 4","focal"
"IBaySVG","precision",0.977917981072555,"inf3","scenario 4","focal"
"IBaySVG","recall",0.62,"inf3","scenario 4","focal"
"IBaySVG","FPR",0.00155555555555556,"inf3","scenario 4","focal"
"IBaySVG","F1",0.976516634050881,"inf5","scenario 1","focal"
"IBaySVG","precision",0.955938697318008,"inf5","scenario 1","focal"
"IBaySVG","recall",0.998,"inf5","scenario 1","focal"
"IBaySVG","FPR",0.00511111111111111,"inf5","scenario 1","focal"
"IBaySVG","F1",0.961693548387097,"inf5","scenario 2","focal"
"IBaySVG","precision",0.969512195121951,"inf5","scenario 2","focal"
"IBaySVG","recall",0.954,"inf5","scenario 2","focal"
"IBaySVG","FPR",0.00333333333333333,"inf5","scenario 2","focal"
"IBaySVG","F1",0.838052095130238,"inf5","scenario 3","focal"
"IBaySVG","precision",0.966057441253264,"inf5","scenario 3","focal"
"IBaySVG","recall",0.74,"inf5","scenario 3","focal"
"IBaySVG","FPR",0.00288888888888889,"inf5","scenario 3","focal"
"IBaySVG","F1",0.468468468468468,"inf5","scenario 4","focal"
"IBaySVG","precision",0.939759036144578,"inf5","scenario 4","focal"
"IBaySVG","recall",0.312,"inf5","scenario 4","focal"
"IBaySVG","FPR",0.00222222222222222,"inf5","scenario 4","focal"
"IBaySVG","F1",0.958772770853308,"inf1","scenario 1","focal"
"IBaySVG","precision",0.920810313075506,"inf1","scenario 1","focal"
"IBaySVG","recall",1,"inf1","scenario 1","focal"
"IBaySVG","FPR",0.00955555555555555,"inf1","scenario 1","focal"
"IBaySVG","F1",0.985221674876847,"inf1","scenario 2","focal"
"IBaySVG","precision",0.970873786407767,"inf1","scenario 2","focal"
"IBaySVG","recall",1,"inf1","scenario 2","focal"
"IBaySVG","FPR",0.00333333333333333,"inf1","scenario 2","focal"
"IBaySVG","F1",0.956022944550669,"inf1","scenario 3","focal"
"IBaySVG","precision",0.915750915750916,"inf1","scenario 3","focal"
"IBaySVG","recall",1,"inf1","scenario 3","focal"
"IBaySVG","FPR",0.0102222222222222,"inf1","scenario 3","focal"
"IBaySVG","F1",0.894849785407725,"inf1","scenario 4","focal"
"IBaySVG","precision",0.965277777777778,"inf1","scenario 4","focal"
"IBaySVG","recall",0.834,"inf1","scenario 4","focal"
"IBaySVG","FPR",0.00333333333333333,"inf1","scenario 4","focal"
"IBaySVG","F1",0.971817298347911,"inf3","scenario 1","focal"
"IBaySVG","precision",0.945179584120983,"inf3","scenario 1","focal"
"IBaySVG","recall",1,"inf3","scenario 1","focal"
"IBaySVG","FPR",0.00644444444444444,"inf3","scenario 1","focal"
"IBaySVG","F1",0.988095238095238,"inf3","scenario 2","focal"
"IBaySVG","precision",0.980314960629921,"inf3","scenario 2","focal"
"IBaySVG","recall",0.996,"inf3","scenario 2","focal"
"IBaySVG","FPR",0.00222222222222222,"inf3","scenario 2","focal"
"IBaySVG","F1",0.980392156862745,"inf3","scenario 3","focal"
"IBaySVG","precision",0.961538461538461,"inf3","scenario 3","focal"
"IBaySVG","recall",1,"inf3","scenario 3","focal"
"IBaySVG","FPR",0.00444444444444444,"inf3","scenario 3","focal"
"IBaySVG","F1",0.703939008894536,"inf3","scenario 4","focal"
"IBaySVG","precision",0.965156794425087,"inf3","scenario 4","focal"
"IBaySVG","recall",0.554,"inf3","scenario 4","focal"
"IBaySVG","FPR",0.00222222222222222,"inf3","scenario 4","focal"
"IBaySVG","F1",0.974609375,"inf5","scenario 1","focal"
"IBaySVG","precision",0.952290076335878,"inf5","scenario 1","focal"
"IBaySVG","recall",0.998,"inf5","scenario 1","focal"
"IBaySVG","FPR",0.00555555555555556,"inf5","scenario 1","focal"
"IBaySVG","F1",0.949117341640706,"inf5","scenario 2","focal"
"IBaySVG","precision",0.987041036717063,"inf5","scenario 2","focal"
"IBaySVG","recall",0.914,"inf5","scenario 2","focal"
"IBaySVG","FPR",0.00133333333333333,"inf5","scenario 2","focal"
"IBaySVG","F1",0.907545164718385,"inf5","scenario 3","focal"
"IBaySVG","precision",0.968253968253968,"inf5","scenario 3","focal"
"IBaySVG","recall",0.854,"inf5","scenario 3","focal"
"IBaySVG","FPR",0.00311111111111111,"inf5","scenario 3","focal"
"IBaySVG","F1",0.385466034755134,"inf5","scenario 4","focal"
"IBaySVG","precision",0.917293233082707,"inf5","scenario 4","focal"
"IBaySVG","recall",0.244,"inf5","scenario 4","focal"
"IBaySVG","FPR",0.00244444444444444,"inf5","scenario 4","focal"
"IBaySVG","F1",0.969932104752667,"inf1","scenario 1","focal"
"IBaySVG","precision",0.941619585687382,"inf1","scenario 1","focal"
"IBaySVG","recall",1,"inf1","scenario 1","focal"
"IBaySVG","FPR",0.00688888888888889,"inf1","scenario 1","focal"
"IBaySVG","F1",0.962463907603465,"inf1","scenario 2","focal"
"IBaySVG","precision",0.927643784786642,"inf1","scenario 2","focal"
"IBaySVG","recall",1,"inf1","scenario 2","focal"
"IBaySVG","FPR",0.00866666666666667,"inf1","scenario 2","focal"
"IBaySVG","F1",0.959692898272553,"inf1","scenario 3","focal"
"IBaySVG","precision",0.922509225092251,"inf1","scenario 3","focal"
"IBaySVG","recall",1,"inf1","scenario 3","focal"
"IBaySVG","FPR",0.00933333333333333,"inf1","scenario 3","focal"
"IBaySVG","F1",0.757612667478685,"inf1","scenario 4","focal"
"IBaySVG","precision",0.968847352024922,"inf1","scenario 4","focal"
"IBaySVG","recall",0.622,"inf1","scenario 4","focal"
"IBaySVG","FPR",0.00222222222222222,"inf1","scenario 4","focal"
"IBaySVG","F1",0.99009900990099,"inf3","scenario 1","focal"
"IBaySVG","precision",0.980392156862745,"inf3","scenario 1","focal"
"IBaySVG","recall",1,"inf3","scenario 1","focal"
"IBaySVG","FPR",0.00222222222222222,"inf3","scenario 1","focal"
"IBaySVG","F1",0.980392156862745,"inf3","scenario 2","focal"
"IBaySVG","precision",0.961538461538461,"inf3","scenario 2","focal"
"IBaySVG","recall",1,"inf3","scenario 2","focal"
"IBaySVG","FPR",0.00444444444444444,"inf3","scenario 2","focal"
"IBaySVG","F1",0.969637610186092,"inf3","scenario 3","focal"
"IBaySVG","precision",0.950095969289827,"inf3","scenario 3","focal"
"IBaySVG","recall",0.99,"inf3","scenario 3","focal"
"IBaySVG","FPR",0.00577777777777778,"inf3","scenario 3","focal"
"IBaySVG","F1",0.531204644412192,"inf3","scenario 4","focal"
"IBaySVG","precision",0.968253968253968,"inf3","scenario 4","focal"
"IBaySVG","recall",0.366,"inf3","scenario 4","focal"
"IBaySVG","FPR",0.00133333333333333,"inf3","scenario 4","focal"
"IBaySVG","F1",0.975417895771878,"inf5","scenario 1","focal"
"IBaySVG","precision",0.959381044487427,"inf5","scenario 1","focal"
"IBaySVG","recall",0.992,"inf5","scenario 1","focal"
"IBaySVG","FPR",0.00466666666666667,"inf5","scenario 1","focal"
