"method","set","value","inf","inte_situ","pattern"
"DESpace","F1",0.802341175040839,"inf1","scenario 1","focal"
"DESpace","F1",0.777169350839703,"inf1","scenario 1","focal"
"DESpace","F1",0.222781208983265,"inf1","scenario 1","linear"
"DESpace","F1",0.221287475650186,"inf1","scenario 1","linear"
"DESpace","F1",0.202235222745082,"inf1","scenario 1","linear"
"DESpace","F1",0.565913464856479,"inf1","scenario 1","period"
"DESpace","F1",0.510187132677138,"inf1","scenario 1","period"
"DESpace","F1",0.584613477652051,"inf1","scenario 1","period"
"DESpace","F1",0.464654461465946,"inf1","scenario 1","period"
"DESpace","F1",0.489450162006058,"inf1","scenario 1","period"
"DESpace","F1",0.576154284765471,"inf1","scenario 1","period"
"DESpace","F1",0.540025961460622,"inf1","scenario 1","period"
"DESpace","F1",0.468638871174889,"inf1","scenario 1","period"
"DESpace","F1",0.586288300774404,"inf1","scenario 1","period"
"DESpace","F1",0.433173699468732,"inf1","scenario 1","period"
"DESpace","F1",0.436334827829157,"inf1","scenario 1","period"
"DESpace","F1",0.505454572745864,"inf1","scenario 1","period"
"DESpace","F1",0.63317222628682,"inf1","scenario 1","period"
"DESpace","F1",0.483555614219186,"inf1","scenario 1","period"
"DESpace","F1",0.482114837251427,"inf1","scenario 1","period"
"DESpace","F1",0.563377876476096,"inf1","scenario 1","period"
"DESpace","F1",0.615388310173439,"inf1","scenario 1","period"
"DESpace","F1",0.49664629276426,"inf1","scenario 1","period"
"DESpace","F1",0.50535091189315,"inf1","scenario 1","period"
"DESpace","F1",0.502139302000505,"inf1","scenario 1","period"
"DESpace","F1",0.558313241524872,"inf1","scenario 1","period"
"DESpace","F1",0.519539696017326,"inf1","scenario 1","period"
"DESpace","F1",0.452095788379659,"inf1","scenario 1","period"
"DESpace","F1",0.529393350383576,"inf1","scenario 1","period"
"DESpace","F1",0.474152996971808,"inf1","scenario 1","period"
"DESpace","F1",0.557865915644301,"inf1","scenario 1","period"
"DESpace","F1",0.60343114574274,"inf1","scenario 2","focal"
"DESpace","F1",0.61271926144729,"inf1","scenario 2","focal"
"DESpace","F1",0.383988451972688,"inf1","scenario 2","linear"
"DESpace","F1",0.283943935041055,"inf1","scenario 2","linear"
"DESpace","F1",0.172666137456719,"inf1","scenario 2","linear"
"DESpace","F1",0.509250555164883,"inf1","scenario 2","period"
"DESpace","F1",0.38836099575575,"inf1","scenario 2","period"
"DESpace","F1",0.411616406109279,"inf1","scenario 2","period"
"DESpace","F1",0.284824514061025,"inf1","scenario 2","period"
"DESpace","F1",0.500943328804793,"inf1","scenario 2","period"
"DESpace","F1",0.326750595495183,"inf1","scenario 2","period"
"DESpace","F1",0.49156090995535,"inf1","scenario 2","period"
"DESpace","F1",0.466506168280418,"inf1","scenario 2","period"
"DESpace","F1",0.425925582450304,"inf1","scenario 2","period"
"DESpace","F1",0.372182499539098,"inf1","scenario 2","period"
"DESpace","F1",0.352143533454204,"inf1","scenario 2","period"
