"method","set","value","inf","inte_situ","pattern"
"SPARKX-Union","precision",0.100441944556047,"inf5","scenario 3","focal"
"SPARKX-Inter","precision",0.562922868741543,"inf5","scenario 3","focal"
"SPARKX-Cauchy","precision",0.161929940515532,"inf5","scenario 3","focal"
"SPARKX-HMP","precision",0.102082482645978,"inf5","scenario 3","focal"
"SPARKX-PASTE","recall",1,"inf5","scenario 3","focal"
"SPARKX-AVE","recall",0.958,"inf5","scenario 3","focal"
"SPARKX-Union","recall",1,"inf5","scenario 3","focal"
"SPARKX-Inter","recall",0.832,"inf5","scenario 3","focal"
"SPARKX-Cauchy","recall",0.98,"inf5","scenario 3","focal"
"SPARKX-HMP","recall",1,"inf5","scenario 3","focal"
"SPARKX-PASTE","FPR",1,"inf5","scenario 3","focal"
"SPARKX-AVE","FPR",0.558944444444444,"inf5","scenario 3","focal"
"SPARKX-Union","FPR",0.995111111111111,"inf5","scenario 3","focal"
"SPARKX-Inter","FPR",0.0717777777777778,"inf5","scenario 3","focal"
"SPARKX-Cauchy","FPR",0.563555555555556,"inf5","scenario 3","focal"
"SPARKX-HMP","FPR",0.977333333333333,"inf5","scenario 3","focal"
"SPARKX-PASTE","F1",0.181818181818182,"inf5","scenario 4","focal"
"SPARKX-AVE","F1",0.218510786360473,"inf5","scenario 4","focal"
"SPARKX-Union","F1",0.181818181818182,"inf5","scenario 4","focal"
"SPARKX-Inter","F1",0.653416149068323,"inf5","scenario 4","focal"
"SPARKX-Cauchy","F1",0.271729957805907,"inf5","scenario 4","focal"
"SPARKX-HMP","F1",0.181818181818182,"inf5","scenario 4","focal"
"SPARKX-PASTE","precision",0.1,"inf5","scenario 4","focal"
"SPARKX-AVE","precision",0.125081480408488,"inf5","scenario 4","focal"
"SPARKX-Union","precision",0.1,"inf5","scenario 4","focal"
"SPARKX-Inter","precision",0.862295081967213,"inf5","scenario 4","focal"
"SPARKX-Cauchy","precision",0.15810147299509,"inf5","scenario 4","focal"
"SPARKX-HMP","precision",0.1,"inf5","scenario 4","focal"
"SPARKX-PASTE","recall",1,"inf5","scenario 4","focal"
"SPARKX-AVE","recall",0.8635,"inf5","scenario 4","focal"
"SPARKX-Union","recall",1,"inf5","scenario 4","focal"
"SPARKX-Inter","recall",0.526,"inf5","scenario 4","focal"
"SPARKX-Cauchy","recall",0.966,"inf5","scenario 4","focal"
"SPARKX-HMP","recall",1,"inf5","scenario 4","focal"
"SPARKX-PASTE","FPR",1,"inf5","scenario 4","focal"
"SPARKX-AVE","FPR",0.671111111111111,"inf5","scenario 4","focal"
"SPARKX-Union","FPR",1,"inf5","scenario 4","focal"
"SPARKX-Inter","FPR",0.00933333333333333,"inf5","scenario 4","focal"
"SPARKX-Cauchy","FPR",0.571555555555556,"inf5","scenario 4","focal"
"SPARKX-HMP","FPR",1,"inf5","scenario 4","focal"
"SPARKX-PASTE","F1",0.181851245681033,"inf1","scenario 1","focal"
"SPARKX-AVE","F1",0.305446723515403,"inf1","scenario 1","focal"
"SPARKX-Union","F1",0.181818181818182,"inf1","scenario 1","focal"
"SPARKX-Inter","F1",0.987854251012146,"inf1","scenario 1","focal"
"SPARKX-Cauchy","F1",0.663129973474801,"inf1","scenario 1","focal"
"SPARKX-HMP","F1",0.181818181818182,"inf1","scenario 1","focal"
"SPARKX-PASTE","precision",0.1000200040008,"inf1","scenario 1","focal"
"SPARKX-AVE","precision",0.180448397930471,"inf1","scenario 1","focal"
"SPARKX-Union","precision",0.1,"inf1","scenario 1","focal"
"SPARKX-Inter","precision",1,"inf1","scenario 1","focal"
"SPARKX-Cauchy","precision",0.496031746031746,"inf1","scenario 1","focal"
"SPARKX-HMP","precision",0.1,"inf1","scenario 1","focal"
"SPARKX-PASTE","recall",1,"inf1","scenario 1","focal"
"SPARKX-AVE","recall",0.994,"inf1","scenario 1","focal"
"SPARKX-Union","recall",1,"inf1","scenario 1","focal"
"SPARKX-Inter","recall",0.976,"inf1","scenario 1","focal"
"SPARKX-Cauchy","recall",1,"inf1","scenario 1","focal"
"SPARKX-HMP","recall",1,"inf1","scenario 1","focal"
"SPARKX-PASTE","FPR",0.999777777777778,"inf1","scenario 1","focal"
"SPARKX-AVE","FPR",0.501611111111111,"inf1","scenario 1","focal"
"SPARKX-Union","FPR",1,"inf1","scenario 1","focal"
"SPARKX-Inter","FPR",0,"inf1","scenario 1","focal"
"SPARKX-Cauchy","FPR",0.112888888888889,"inf1","scenario 1","focal"
"SPARKX-HMP","FPR",1,"inf1","scenario 1","focal"
"SPARKX-PASTE","F1",0.181884321571481,"inf1","scenario 2","focal"
"SPARKX-AVE","F1",0.23692636072572,"inf1","scenario 2","focal"
"SPARKX-Union","F1",0.181818181818182,"inf1","scenario 2","focal"
"SPARKX-Inter","F1",0.996996996996997,"inf1","scenario 2","focal"
"SPARKX-Cauchy","F1",0.184740439682246,"inf1","scenario 2","focal"
"SPARKX-HMP","F1",0.181818181818182,"inf1","scenario 2","focal"
"SPARKX-PASTE","precision",0.100040016006403,"inf1","scenario 2","focal"
"SPARKX-AVE","precision",0.134400645768869,"inf1","scenario 2","focal"
"SPARKX-Union","precision",0.1,"inf1","scenario 2","focal"
"SPARKX-Inter","precision",0.997995991983968,"inf1","scenario 2","focal"
"SPARKX-Cauchy","precision",0.101770812131081,"inf1","scenario 2","focal"
"SPARKX-HMP","precision",0.1,"inf1","scenario 2","focal"
"SPARKX-PASTE","recall",1,"inf1","scenario 2","focal"
"SPARKX-AVE","recall",0.999,"inf1","scenario 2","focal"
"SPARKX-Union","recall",1,"inf1","scenario 2","focal"
"SPARKX-Inter","recall",0.996,"inf1","scenario 2","focal"
"SPARKX-Cauchy","recall",1,"inf1","scenario 2","focal"
"SPARKX-HMP","recall",1,"inf1","scenario 2","focal"
"SPARKX-PASTE","FPR",0.999555555555556,"inf1","scenario 2","focal"
"SPARKX-AVE","FPR",0.714888888888889,"inf1","scenario 2","focal"
"SPARKX-Union","FPR",1,"inf1","scenario 2","focal"
"SPARKX-Inter","FPR",0.000222222222222222,"inf1","scenario 2","focal"
"SPARKX-Cauchy","FPR",0.980666666666667,"inf1","scenario 2","focal"
"SPARKX-HMP","FPR",1,"inf1","scenario 2","focal"
"SPARKX-PASTE","F1",0.181818181818182,"inf1","scenario 3","focal"
"SPARKX-AVE","F1",0.235628441181694,"inf1","scenario 3","focal"
"SPARKX-Union","F1",0.181818181818182,"inf1","scenario 3","focal"
"SPARKX-Inter","F1",0.961727183513248,"inf1","scenario 3","focal"
"SPARKX-Cauchy","F1",0.184467810367091,"inf1","scenario 3","focal"
"SPARKX-HMP","F1",0.181818181818182,"inf1","scenario 3","focal"
"SPARKX-PASTE","precision",0.1,"inf1","scenario 3","focal"
"SPARKX-AVE","precision",0.133637767779195,"inf1","scenario 3","focal"
"SPARKX-Union","precision",0.1,"inf1","scenario 3","focal"
"SPARKX-Inter","precision",0.944123314065511,"inf1","scenario 3","focal"
"SPARKX-Cauchy","precision",0.10160536476326,"inf1","scenario 3","focal"
"SPARKX-HMP","precision",0.1,"inf1","scenario 3","focal"
"SPARKX-PASTE","recall",1,"inf1","scenario 3","focal"
"SPARKX-AVE","recall",0.995,"inf1","scenario 3","focal"
"SPARKX-Union","recall",1,"inf1","scenario 3","focal"
"SPARKX-Inter","recall",0.98,"inf1","scenario 3","focal"
"SPARKX-Cauchy","recall",1,"inf1","scenario 3","focal"
"SPARKX-HMP","recall",1,"inf1","scenario 3","focal"
"SPARKX-PASTE","FPR",1,"inf1","scenario 3","focal"
"SPARKX-AVE","FPR",0.716722222222222,"inf1","scenario 3","focal"
"SPARKX-Union","FPR",1,"inf1","scenario 3","focal"
"SPARKX-Inter","FPR",0.00644444444444444,"inf1","scenario 3","focal"
"SPARKX-Cauchy","FPR",0.982444444444444,"inf1","scenario 3","focal"
"SPARKX-HMP","FPR",1,"inf1","scenario 3","focal"
"SPARKX-PASTE","F1",0.181818181818182,"inf1","scenario 4","focal"
"SPARKX-AVE","F1",0.238719799184186,"inf1","scenario 4","focal"
"SPARKX-Union","F1",0.181818181818182,"inf1","scenario 4","focal"
"SPARKX-Inter","F1",0.891592920353982,"inf1","scenario 4","focal"
"SPARKX-Cauchy","F1",0.194969779684149,"inf1","scenario 4","focal"
"SPARKX-HMP","F1",0.181818181818182,"inf1","scenario 4","focal"
"SPARKX-PASTE","precision",0.1,"inf1","scenario 4","focal"
"SPARKX-AVE","precision",0.136490850376749,"inf1","scenario 4","focal"
"SPARKX-Union","precision",0.1,"inf1","scenario 4","focal"
"SPARKX-Inter","precision",0.997524752475248,"inf1","scenario 4","focal"
"SPARKX-Cauchy","precision",0.10801468999784,"inf1","scenario 4","focal"
"SPARKX-HMP","precision",0.1,"inf1","scenario 4","focal"
"SPARKX-PASTE","recall",1,"inf1","scenario 4","focal"
"SPARKX-AVE","recall",0.951,"inf1","scenario 4","focal"
"SPARKX-Union","recall",1,"inf1","scenario 4","focal"
"SPARKX-Inter","recall",0.806,"inf1","scenario 4","focal"
"SPARKX-Cauchy","recall",1,"inf1","scenario 4","focal"
"SPARKX-HMP","recall",1,"inf1","scenario 4","focal"
"SPARKX-PASTE","FPR",1,"inf1","scenario 4","focal"
"SPARKX-AVE","FPR",0.6685,"inf1","scenario 4","focal"
"SPARKX-Union","FPR",1,"inf1","scenario 4","focal"
"SPARKX-Inter","FPR",0.000222222222222222,"inf1","scenario 4","focal"
"SPARKX-Cauchy","FPR",0.917555555555556,"inf1","scenario 4","focal"
"SPARKX-HMP","FPR",1,"inf1","scenario 4","focal"
"SPARKX-PASTE","F1",0.181851245681033,"inf3","scenario 1","focal"
"SPARKX-AVE","F1",0.262100968077446,"inf3","scenario 1","focal"
"SPARKX-Union","F1",0.181818181818182,"inf3","scenario 1","focal"
"SPARKX-Inter","F1",0.577524893314367,"inf3","scenario 1","focal"
"SPARKX-Cauchy","F1",0.962245885769603,"inf3","scenario 1","focal"
"SPARKX-HMP","F1",0.181917409496089,"inf3","scenario 1","focal"
"SPARKX-PASTE","precision",0.1000200040008,"inf3","scenario 1","focal"
"SPARKX-AVE","precision",0.156014858557958,"inf3","scenario 1","focal"
"SPARKX-Union","precision",0.1,"inf3","scenario 1","focal"
"SPARKX-Inter","precision",1,"inf3","scenario 1","focal"
"SPARKX-Cauchy","precision",0.932457786116323,"inf3","scenario 1","focal"
"SPARKX-HMP","precision",0.100060036021613,"inf3","scenario 1","focal"
"SPARKX-PASTE","recall",1,"inf3","scenario 1","focal"
"SPARKX-AVE","recall",0.819,"inf3","scenario 1","focal"
"SPARKX-Union","recall",1,"inf3","scenario 1","focal"
"SPARKX-Inter","recall",0.406,"inf3","scenario 1","focal"
"SPARKX-Cauchy","recall",0.994,"inf3","scenario 1","focal"
"SPARKX-HMP","recall",1,"inf3","scenario 1","focal"
"SPARKX-PASTE","FPR",0.999777777777778,"inf3","scenario 1","focal"
"SPARKX-AVE","FPR",0.492277777777778,"inf3","scenario 1","focal"
"SPARKX-Union","FPR",1,"inf3","scenario 1","focal"
"SPARKX-Inter","FPR",0,"inf3","scenario 1","focal"
"SPARKX-Cauchy","FPR",0.008,"inf3","scenario 1","focal"
"SPARKX-HMP","FPR",0.999333333333333,"inf3","scenario 1","focal"
"SPARKX-PASTE","F1",0.181851245681033,"inf3","scenario 2","focal"
"SPARKX-AVE","F1",0.256383990634375,"inf3","scenario 2","focal"
"SPARKX-Union","F1",0.181818181818182,"inf3","scenario 2","focal"
"SPARKX-Inter","F1",0.716302952503209,"inf3","scenario 2","focal"
"SPARKX-Cauchy","F1",0.237902264600715,"inf3","scenario 2","focal"
"SPARKX-HMP","F1",0.181818181818182,"inf3","scenario 2","focal"
"SPARKX-PASTE","precision",0.1000200040008,"inf3","scenario 2","focal"
"SPARKX-AVE","precision",0.150167138081769,"inf3","scenario 2","focal"
"SPARKX-Union","precision",0.1,"inf3","scenario 2","focal"
"SPARKX-Inter","precision",1,"inf3","scenario 2","focal"
"SPARKX-Cauchy","precision",0.135047361299053,"inf3","scenario 2","focal"
"SPARKX-HMP","precision",0.1,"inf3","scenario 2","focal"
"SPARKX-PASTE","recall",1,"inf3","scenario 2","focal"
"SPARKX-AVE","recall",0.876,"inf3","scenario 2","focal"
"SPARKX-Union","recall",1,"inf3","scenario 2","focal"
"SPARKX-Inter","recall",0.558,"inf3","scenario 2","focal"
"SPARKX-Cauchy","recall",0.998,"inf3","scenario 2","focal"
"SPARKX-HMP","recall",1,"inf3","scenario 2","focal"
"SPARKX-PASTE","FPR",0.999777777777778,"inf3","scenario 2","focal"
"SPARKX-AVE","FPR",0.550833333333333,"inf3","scenario 2","focal"
"SPARKX-Union","FPR",1,"inf3","scenario 2","focal"
"SPARKX-Inter","FPR",0,"inf3","scenario 2","focal"
"SPARKX-Cauchy","FPR",0.710222222222222,"inf3","scenario 2","focal"
"SPARKX-HMP","FPR",1,"inf3","scenario 2","focal"
"SPARKX-PASTE","F1",0.181520552928338,"inf3","scenario 3","focal"
"SPARKX-AVE","F1",0.247223845704267,"inf3","scenario 3","focal"
"SPARKX-Union","F1",0.181818181818182,"inf3","scenario 3","focal"
"SPARKX-Inter","F1",0.633015006821282,"inf3","scenario 3","focal"
"SPARKX-Cauchy","F1",0.232991612301957,"inf3","scenario 3","focal"
"SPARKX-HMP","F1",0.181818181818182,"inf3","scenario 3","focal"
"SPARKX-PASTE","precision",0.0998399359743898,"inf3","scenario 3","focal"
"SPARKX-AVE","precision",0.14476386036961,"inf3","scenario 3","focal"
"SPARKX-Union","precision",0.1,"inf3","scenario 3","focal"
"SPARKX-Inter","precision",0.995708154506438,"inf3","scenario 3","focal"
"SPARKX-Cauchy","precision",0.131856540084388,"inf3","scenario 3","focal"
"SPARKX-HMP","precision",0.1,"inf3","scenario 3","focal"
"SPARKX-PASTE","recall",0.998,"inf3","scenario 3","focal"
"SPARKX-AVE","recall",0.846,"inf3","scenario 3","focal"
"SPARKX-Union","recall",1,"inf3","scenario 3","focal"
"SPARKX-Inter","recall",0.464,"inf3","scenario 3","focal"
"SPARKX-Cauchy","recall",1,"inf3","scenario 3","focal"
"SPARKX-HMP","recall",1,"inf3","scenario 3","focal"
"SPARKX-PASTE","FPR",0.999777777777778,"inf3","scenario 3","focal"
"SPARKX-AVE","FPR",0.555333333333333,"inf3","scenario 3","focal"
"SPARKX-Union","FPR",1,"inf3","scenario 3","focal"
"SPARKX-Inter","FPR",0.000222222222222222,"inf3","scenario 3","focal"
"SPARKX-Cauchy","FPR",0.731555555555556,"inf3","scenario 3","focal"
"SPARKX-HMP","FPR",1,"inf3","scenario 3","focal"
"SPARKX-PASTE","F1",0.181818181818182,"inf3","scenario 4","focal"
"SPARKX-AVE","F1",0.226799352001851,"inf3","scenario 4","focal"
"SPARKX-Union","F1",0.181818181818182,"inf3","scenario 4","focal"
"SPARKX-Inter","F1",0.275862068965517,"inf3","scenario 4","focal"
"SPARKX-Cauchy","F1",0.264753654574986,"inf3","scenario 4","focal"
"SPARKX-HMP","F1",0.181818181818182,"inf3","scenario 4","focal"
"SPARKX-PASTE","precision",0.1,"inf3","scenario 4","focal"
"SPARKX-AVE","precision",0.134087384839916,"inf3","scenario 4","focal"
"SPARKX-Union","precision",0.1,"inf3","scenario 4","focal"
"SPARKX-Inter","precision",1,"inf3","scenario 4","focal"
"SPARKX-Cauchy","precision",0.153099561678147,"inf3","scenario 4","focal"
"SPARKX-HMP","precision",0.1,"inf3","scenario 4","focal"
"SPARKX-PASTE","recall",1,"inf3","scenario 4","focal"
"SPARKX-AVE","recall",0.735,"inf3","scenario 4","focal"
"SPARKX-Union","recall",1,"inf3","scenario 4","focal"
"SPARKX-Inter","recall",0.16,"inf3","scenario 4","focal"
"SPARKX-Cauchy","recall",0.978,"inf3","scenario 4","focal"
"SPARKX-HMP","recall",1,"inf3","scenario 4","focal"
"SPARKX-PASTE","FPR",1,"inf3","scenario 4","focal"
"SPARKX-AVE","FPR",0.527388888888889,"inf3","scenario 4","focal"
"SPARKX-Union","FPR",1,"inf3","scenario 4","focal"
"SPARKX-Inter","FPR",0,"inf3","scenario 4","focal"
"SPARKX-Cauchy","FPR",0.601111111111111,"inf3","scenario 4","focal"
"SPARKX-HMP","FPR",1,"inf3","scenario 4","focal"
"SPARKX-PASTE","F1",0.181818181818182,"inf5","scenario 1","focal"
"SPARKX-AVE","F1",0.222037422037422,"inf5","scenario 1","focal"
"SPARKX-Union","F1",0.192789666473877,"inf5","scenario 1","focal"
"SPARKX-Inter","F1",0.00796812749003984,"inf5","scenario 1","focal"
"SPARKX-Cauchy","F1",0.655913978494624,"inf5","scenario 1","focal"
"SPARKX-HMP","F1",0.210570646451885,"inf5","scenario 1","focal"
"SPARKX-PASTE","precision",0.1,"inf5","scenario 1","focal"
"SPARKX-AVE","precision",0.140157480314961,"inf5","scenario 1","focal"
"SPARKX-Union","precision",0.106678045658204,"inf5","scenario 1","focal"
"SPARKX-Inter","precision",1,"inf5","scenario 1","focal"
"SPARKX-Cauchy","precision",1,"inf5","scenario 1","focal"
"SPARKX-HMP","precision",0.117674746999294,"inf5","scenario 1","focal"
"SPARKX-PASTE","recall",1,"inf5","scenario 1","focal"
"SPARKX-AVE","recall",0.534,"inf5","scenario 1","focal"
"SPARKX-Union","recall",1,"inf5","scenario 1","focal"
"SPARKX-Inter","recall",0.004,"inf5","scenario 1","focal"
"SPARKX-Cauchy","recall",0.488,"inf5","scenario 1","focal"
"SPARKX-HMP","recall",1,"inf5","scenario 1","focal"
"SPARKX-PASTE","FPR",1,"inf5","scenario 1","focal"
"SPARKX-AVE","FPR",0.364,"inf5","scenario 1","focal"
"SPARKX-Union","FPR",0.930444444444444,"inf5","scenario 1","focal"
"SPARKX-Inter","FPR",0,"inf5","scenario 1","focal"
"SPARKX-Cauchy","FPR",0,"inf5","scenario 1","focal"
"SPARKX-HMP","FPR",0.833111111111111,"inf5","scenario 1","focal"
"SPARKX-PASTE","F1",0.181818181818182,"inf5","scenario 2","focal"
"SPARKX-AVE","F1",0.205948795180723,"inf5","scenario 2","focal"
"SPARKX-Union","F1",0.181818181818182,"inf5","scenario 2","focal"
"SPARKX-Inter","F1",0.00399201596806387,"inf5","scenario 2","focal"
"SPARKX-Cauchy","F1",0.516009852216749,"inf5","scenario 2","focal"
"SPARKX-HMP","F1",0.181818181818182,"inf5","scenario 2","focal"
"SPARKX-PASTE","precision",0.1,"inf5","scenario 2","focal"
"SPARKX-AVE","precision",0.126855287569573,"inf5","scenario 2","focal"
"SPARKX-Union","precision",0.1,"inf5","scenario 2","focal"
"SPARKX-Inter","precision",1,"inf5","scenario 2","focal"
"SPARKX-Cauchy","precision",0.372775800711744,"inf5","scenario 2","focal"
"SPARKX-HMP","precision",0.1,"inf5","scenario 2","focal"
"SPARKX-PASTE","recall",1,"inf5","scenario 2","focal"
"SPARKX-AVE","recall",0.547,"inf5","scenario 2","focal"
"SPARKX-Union","recall",1,"inf5","scenario 2","focal"
"SPARKX-Inter","recall",0.002,"inf5","scenario 2","focal"
"SPARKX-Cauchy","recall",0.838,"inf5","scenario 2","focal"
"SPARKX-HMP","recall",1,"inf5","scenario 2","focal"
"SPARKX-PASTE","FPR",1,"inf5","scenario 2","focal"
"SPARKX-AVE","FPR",0.418333333333333,"inf5","scenario 2","focal"
"SPARKX-Union","FPR",1,"inf5","scenario 2","focal"
"SPARKX-Inter","FPR",0,"inf5","scenario 2","focal"
"SPARKX-Cauchy","FPR",0.156666666666667,"inf5","scenario 2","focal"
"SPARKX-HMP","FPR",1,"inf5","scenario 2","focal"
"SPARKX-PASTE","F1",0.181851245681033,"inf5","scenario 3","focal"
"SPARKX-AVE","F1",0.192039978582902,"inf5","scenario 3","focal"
"SPARKX-Union","F1",0.181818181818182,"inf5","scenario 3","focal"
"SPARKX-Inter","F1",0.0198019801980198,"inf5","scenario 3","focal"
"SPARKX-Cauchy","F1",0.439723844928306,"inf5","scenario 3","focal"
"SPARKX-HMP","F1",0.181818181818182,"inf5","scenario 3","focal"
"SPARKX-PASTE","precision",0.1000200040008,"inf5","scenario 3","focal"
"SPARKX-AVE","precision",0.116880295459483,"inf5","scenario 3","focal"
"SPARKX-Union","precision",0.1,"inf5","scenario 3","focal"
"SPARKX-Inter","precision",1,"inf5","scenario 3","focal"
"SPARKX-Cauchy","precision",0.299349240780911,"inf5","scenario 3","focal"
"SPARKX-HMP","precision",0.1,"inf5","scenario 3","focal"
"SPARKX-PASTE","recall",1,"inf5","scenario 3","focal"
"SPARKX-AVE","recall",0.538,"inf5","scenario 3","focal"
"SPARKX-Union","recall",1,"inf5","scenario 3","focal"
"SPARKX-Inter","recall",0.01,"inf5","scenario 3","focal"
"SPARKX-Cauchy","recall",0.828,"inf5","scenario 3","focal"
"SPARKX-HMP","recall",1,"inf5","scenario 3","focal"
"SPARKX-PASTE","FPR",0.999777777777778,"inf5","scenario 3","focal"
"SPARKX-AVE","FPR",0.451666666666667,"inf5","scenario 3","focal"
"SPARKX-Union","FPR",1,"inf5","scenario 3","focal"
"SPARKX-Inter","FPR",0,"inf5","scenario 3","focal"
"SPARKX-Cauchy","FPR",0.215333333333333,"inf5","scenario 3","focal"
"SPARKX-HMP","FPR",1,"inf5","scenario 3","focal"
"SPARKX-PASTE","F1",0.181818181818182,"inf5","scenario 4","focal"
"SPARKX-AVE","F1",0.176689728579031,"inf5","scenario 4","focal"
"SPARKX-Union","F1",0.181818181818182,"inf5","scenario 4","focal"
"SPARKX-Inter","F1",0,"inf5","scenario 4","focal"
"SPARKX-Cauchy","F1",0.424980959634425,"inf5","scenario 4","focal"
"SPARKX-HMP","F1",0.181818181818182,"inf5","scenario 4","focal"
"SPARKX-PASTE","precision",0.1,"inf5","scenario 4","focal"
"SPARKX-AVE","precision",0.107397023937891,"inf5","scenario 4","focal"
"SPARKX-Union","precision",0.1,"inf5","scenario 4","focal"
"SPARKX-Inter","precision",0,"inf5","scenario 4","focal"
"SPARKX-Cauchy","precision",0.343173431734317,"inf5","scenario 4","focal"
"SPARKX-HMP","precision",0.1,"inf5","scenario 4","focal"
"SPARKX-PASTE","recall",1,"inf5","scenario 4","focal"
"SPARKX-AVE","recall",0.498,"inf5","scenario 4","focal"
"SPARKX-Union","recall",1,"inf5","scenario 4","focal"
"SPARKX-Inter","recall",0,"inf5","scenario 4","focal"
"SPARKX-Cauchy","recall",0.558,"inf5","scenario 4","focal"
"SPARKX-HMP","recall",1,"inf5","scenario 4","focal"
"SPARKX-PASTE","FPR",1,"inf5","scenario 4","focal"
"SPARKX-AVE","FPR",0.459888888888889,"inf5","scenario 4","focal"
"SPARKX-Union","FPR",1,"inf5","scenario 4","focal"
"SPARKX-Inter","FPR",0,"inf5","scenario 4","focal"
"SPARKX-Cauchy","FPR",0.118666666666667,"inf5","scenario 4","focal"
"SPARKX-HMP","FPR",1,"inf5","scenario 4","focal"
"SPARKX-PASTE","F1",0.181851245681033,"inf1","scenario 1","focal"
"SPARKX-AVE","F1",0.230574129582661,"inf1","scenario 1","focal"
"SPARKX-Union","F1",0.181818181818182,"inf1","scenario 1","focal"
"SPARKX-Inter","F1",0.962463907603465,"inf1","scenario 1","focal"
"SPARKX-Cauchy","F1",0.182982616651418,"inf1","scenario 1","focal"
"SPARKX-HMP","F1",0.181818181818182,"inf1","scenario 1","focal"
"SPARKX-PASTE","precision",0.1000200040008,"inf1","scenario 1","focal"
"SPARKX-AVE","precision",0.130310138128746,"inf1","scenario 1","focal"
"SPARKX-Union","precision",0.1,"inf1","scenario 1","focal"
"SPARKX-Inter","precision",0.927643784786642,"inf1","scenario 1","focal"
"SPARKX-Cauchy","precision",0.100704934541793,"inf1","scenario 1","focal"
"SPARKX-HMP","precision",0.1,"inf1","scenario 1","focal"
"SPARKX-PASTE","recall",1,"inf1","scenario 1","focal"
"SPARKX-AVE","recall",1,"inf1","scenario 1","focal"
"SPARKX-Union","recall",1,"inf1","scenario 1","focal"
"SPARKX-Inter","recall",1,"inf1","scenario 1","focal"
"SPARKX-Cauchy","recall",1,"inf1","scenario 1","focal"
"SPARKX-HMP","recall",1,"inf1","scenario 1","focal"
"SPARKX-PASTE","FPR",0.999777777777778,"inf1","scenario 1","focal"
"SPARKX-AVE","FPR",0.741555555555556,"inf1","scenario 1","focal"
"SPARKX-Union","FPR",1,"inf1","scenario 1","focal"
"SPARKX-Inter","FPR",0.00866666666666667,"inf1","scenario 1","focal"
"SPARKX-Cauchy","FPR",0.992222222222222,"inf1","scenario 1","focal"
"SPARKX-HMP","FPR",1,"inf1","scenario 1","focal"
"SPARKX-PASTE","F1",0.181818181818182,"inf1","scenario 2","focal"
"SPARKX-AVE","F1",0.210544672440853,"inf1","scenario 2","focal"
"SPARKX-Union","F1",0.181818181818182,"inf1","scenario 2","focal"
"SPARKX-Inter","F1",0.76039119804401,"inf1","scenario 2","focal"
"SPARKX-Cauchy","F1",0.182415176942722,"inf1","scenario 2","focal"
"SPARKX-HMP","F1",0.181818181818182,"inf1","scenario 2","focal"
"SPARKX-PASTE","precision",0.1,"inf1","scenario 2","focal"
"SPARKX-AVE","precision",0.119121226073801,"inf1","scenario 2","focal"
"SPARKX-Union","precision",0.1,"inf1","scenario 2","focal"
"SPARKX-Inter","precision",0.977987421383648,"inf1","scenario 2","focal"
"SPARKX-Cauchy","precision",0.100361300682457,"inf1","scenario 2","focal"
"SPARKX-HMP","precision",0.1,"inf1","scenario 2","focal"
"SPARKX-PASTE","recall",1,"inf1","scenario 2","focal"
"SPARKX-AVE","recall",0.9055,"inf1","scenario 2","focal"
"SPARKX-Union","recall",1,"inf1","scenario 2","focal"
"SPARKX-Inter","recall",0.622,"inf1","scenario 2","focal"
"SPARKX-Cauchy","recall",1,"inf1","scenario 2","focal"
"SPARKX-HMP","recall",1,"inf1","scenario 2","focal"
"SPARKX-PASTE","FPR",1,"inf1","scenario 2","focal"
"SPARKX-AVE","FPR",0.744,"inf1","scenario 2","focal"
"SPARKX-Union","FPR",1,"inf1","scenario 2","focal"
"SPARKX-Inter","FPR",0.00155555555555556,"inf1","scenario 2","focal"
"SPARKX-Cauchy","FPR",0.996,"inf1","scenario 2","focal"
"SPARKX-HMP","FPR",1,"inf1","scenario 2","focal"
"SPARKX-PASTE","F1",0.181818181818182,"inf1","scenario 3","focal"
"SPARKX-AVE","F1",0.283433758510056,"inf1","scenario 3","focal"
"SPARKX-Union","F1",0.181818181818182,"inf1","scenario 3","focal"
"SPARKX-Inter","F1",0.766954377311961,"inf1","scenario 3","focal"
"SPARKX-Cauchy","F1",0.63653723742839,"inf1","scenario 3","focal"
"SPARKX-HMP","F1",0.181818181818182,"inf1","scenario 3","focal"
"SPARKX-PASTE","precision",0.1,"inf1","scenario 3","focal"
"SPARKX-AVE","precision",0.168011874942017,"inf1","scenario 3","focal"
"SPARKX-Union","precision",0.1,"inf1","scenario 3","focal"
"SPARKX-Inter","precision",1,"inf1","scenario 3","focal"
"SPARKX-Cauchy","precision",0.466853408029879,"inf1","scenario 3","focal"
"SPARKX-HMP","precision",0.1,"inf1","scenario 3","focal"
"SPARKX-PASTE","recall",1,"inf1","scenario 3","focal"
"SPARKX-AVE","recall",0.9055,"inf1","scenario 3","focal"
"SPARKX-Union","recall",1,"inf1","scenario 3","focal"
"SPARKX-Inter","recall",0.622,"inf1","scenario 3","focal"
"SPARKX-Cauchy","recall",1,"inf1","scenario 3","focal"
"SPARKX-HMP","recall",1,"inf1","scenario 3","focal"
"SPARKX-PASTE","FPR",1,"inf1","scenario 3","focal"
"SPARKX-AVE","FPR",0.498222222222222,"inf1","scenario 3","focal"
"SPARKX-Union","FPR",1,"inf1","scenario 3","focal"
"SPARKX-Inter","FPR",0,"inf1","scenario 3","focal"
"SPARKX-Cauchy","FPR",0.126888888888889,"inf1","scenario 3","focal"
