"method","set","value","inf","inte_situ","pattern"
"HEARTSVG-AVE","F1",0.269316012804512,"inf5","scenario 2","linear"
"HEARTSVG-AVE","F1",0.311696785173956,"inf5","scenario 2","linear"
"HEARTSVG-AVE","F1",0.414599133011988,"inf5","scenario 2","linear"
"HEARTSVG-AVE","F1",0.672330125900608,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.687498097343855,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.666224897090569,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.726719165872319,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.652908670356768,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.763483899486387,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.73651832112404,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.706984905125042,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.638452202460267,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.729833900815265,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.650064736031402,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.778374980788272,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.676834671182868,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.595697190275584,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.672262810583437,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.764073845819884,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.692746372033259,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.64284612490995,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.633134093823777,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.610809321564679,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.569626434514694,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.618985350420571,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.673982117459743,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.633810759133832,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.665188194819075,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.696838872008924,"inf5","scenario 2","period"
"HEARTSVG-AVE","F1",0.00105794474726121,"inf5","scenario 3","focal"
"HEARTSVG-AVE","F1",0,"inf5","scenario 3","focal"
"HEARTSVG-AVE","F1",0.382646930122685,"inf5","scenario 3","linear"
"HEARTSVG-AVE","F1",0.59913929096751,"inf5","scenario 3","linear"
"HEARTSVG-AVE","F1",0.463230897334974,"inf5","scenario 3","linear"
"HEARTSVG-AVE","F1",0.673218553073158,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.706206741640863,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.641132153116627,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.595877616507716,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.562648903505606,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.641007554916072,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.697296231194526,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.6053613155305,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.691043256046168,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.68839521268585,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.670427709491012,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.636533529583971,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.609132005739918,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.566413969809933,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.603328090068514,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.628132360847269,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.636916018492382,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.628177612766108,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.797873457737671,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.626182435342045,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.709059405445508,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.562345920005172,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.623209492021377,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.703277689767007,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.617635592260383,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.672730230977146,"inf5","scenario 3","period"
"HEARTSVG-AVE","F1",0.000987778988390394,"inf5","scenario 4","focal"
"HEARTSVG-AVE","F1",0.00193919761021176,"inf5","scenario 4","focal"
"HEARTSVG-AVE","F1",0.407581762745065,"inf5","scenario 4","linear"
"HEARTSVG-AVE","F1",0.496785083887628,"inf5","scenario 4","linear"
"HEARTSVG-AVE","F1",0.398313604108051,"inf5","scenario 4","linear"
"HEARTSVG-AVE","F1",0.388110599366052,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.312351288493947,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.36018709015712,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.332265331518297,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.356811723968165,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.340640579668114,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.382797810771671,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.33124480644308,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.431874640301493,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.376442354596815,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.300340095074712,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.508673774287476,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.421073402162173,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.402578828427825,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.475633126103657,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.3417728242021,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.396991759389345,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.371164147076424,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.387124412890416,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.403930508529225,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.304472881987499,"inf5","scenario 4","period"
"HEARTSVG-AVE","F1",0.352012077814707,"inf5","scenario 4","period"
