"method","set","value","inf","inte_situ","pattern"
"SPARK-AVE","F1",0.989485381878651,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.990646461618709,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.991410463504301,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.99477802579882,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.992506401347849,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.989421257333215,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.992876139004185,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.988694013343143,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.991086977752764,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.99014573502298,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.994463820524115,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.990823928516624,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.990844127559509,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.992988655742653,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.990999319173181,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.992984372460321,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.994774750463982,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.991247103790954,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.990951469832919,"inf1","scenario 3","period"
"SPARK-AVE","F1",0.197909463101543,"inf1","scenario 4","focal"
"SPARK-AVE","F1",0.28897032224155,"inf1","scenario 4","focal"
"SPARK-AVE","F1",0.428970038850109,"inf1","scenario 4","linear"
"SPARK-AVE","F1",0.358960267387811,"inf1","scenario 4","linear"
"SPARK-AVE","F1",0.355043752607299,"inf1","scenario 4","linear"
"SPARK-AVE","F1",0.882920847508583,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.821810805886969,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.836533318450627,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.863763141374884,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.836157509790943,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.836434513928217,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.848643927460385,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.857183019158911,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.86210985489802,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.837367228454041,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.862139414367453,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.848482455359348,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.848878047438802,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.831099670386626,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.857334247243037,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.85528646656374,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.85390248051316,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.846595768196584,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.845451401159252,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.851388937548828,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.795374605992882,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.840922351059283,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.823764517564565,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.813939537218271,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.824155160872305,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.853990828252728,"inf1","scenario 4","period"
"SPARK-AVE","F1",0.0145735159286267,"inf3","scenario 1","focal"
"SPARK-AVE","F1",0.00241833594378149,"inf3","scenario 1","focal"
"SPARK-AVE","F1",0.46519788737092,"inf3","scenario 1","linear"
"SPARK-AVE","F1",0.489435903003622,"inf3","scenario 1","linear"
"SPARK-AVE","F1",0.555252511726685,"inf3","scenario 1","linear"
"SPARK-AVE","F1",0.949663592536119,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.945721408504781,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.941192056773797,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.967640040166204,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.936417549015734,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.956529798550689,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.933462690189127,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.892283939609731,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.987146380272102,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.967681331409346,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.946233105978518,"inf3","scenario 1","period"
"SPARK-AVE","F1",1,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.979024240061501,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.953303728958479,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.964931852572214,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.945930469846845,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.969557160187572,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.939784182283148,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.907951469500304,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.930694669982847,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.930922300153667,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.978587742355462,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.929487959276969,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.898592789122662,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.965381701784555,"inf3","scenario 1","period"
"SPARK-AVE","F1",0.964140162875218,"inf3","scenario 1","period"
"SPARK-AVE","F1",0,"inf3","scenario 2","focal"
"SPARK-AVE","F1",0.0256830165455231,"inf3","scenario 2","focal"
"SPARK-AVE","F1",0.424571761745333,"inf3","scenario 2","linear"
"SPARK-AVE","F1",0.490760666366847,"inf3","scenario 2","linear"
"SPARK-AVE","F1",0.420241906048288,"inf3","scenario 2","linear"
"SPARK-AVE","F1",0.812574570706093,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.83802136331951,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.829655489622562,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.697621489766169,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.768890530102607,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.851520783597406,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.859849233194286,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.874592863126036,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.716084091237606,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.811242828494326,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.816941612164007,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.841232250827507,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.831066677249377,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.882747464213277,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.840870018316849,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.712332562056209,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.921944394143129,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.839618903900681,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.748700732220506,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.818867580524172,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.846415495779999,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.724177050110638,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.832562502113819,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.744087097985578,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.776088125733893,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.76478697062244,"inf3","scenario 2","period"
"SPARK-AVE","F1",0.0017442863000414,"inf3","scenario 3","focal"
"SPARK-AVE","F1",0,"inf3","scenario 3","focal"
"SPARK-AVE","F1",0.737515017836335,"inf3","scenario 3","linear"
"SPARK-AVE","F1",0.762276617536857,"inf3","scenario 3","linear"
"SPARK-AVE","F1",0.854819645382268,"inf3","scenario 3","linear"
"SPARK-AVE","F1",0.737611183498662,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.715851082226972,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.785524647457934,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.733598187468377,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.836647274267896,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.605121271137276,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.653365842678267,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.745376053259463,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.692289627612548,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.612201529059791,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.656169137349466,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.883685405701815,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.874574246709193,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.75777030931101,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.744087568009062,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.714802441353128,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.819147005517806,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.847997403148728,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.765681806740968,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.822378527384785,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.822245567149885,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.770721116524187,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.766584086196061,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.787932268539933,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.691985953312447,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.904795623489245,"inf3","scenario 3","period"
"SPARK-AVE","F1",0.00190658409344774,"inf3","scenario 4","focal"
"SPARK-AVE","F1",0.000333660664312899,"inf3","scenario 4","focal"
"SPARK-AVE","F1",0.464233386733853,"inf3","scenario 4","linear"
"SPARK-AVE","F1",0.609522068181762,"inf3","scenario 4","linear"
"SPARK-AVE","F1",0.663009410587917,"inf3","scenario 4","linear"
"SPARK-AVE","F1",0.455333856077657,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.563547322336694,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.517423046664025,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.535796990763429,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.578710933995015,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.436639077683899,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.486921400087044,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.392656440547272,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.370578306500052,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.574445904392715,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.452001951876277,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.528455468051915,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.42776723739086,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.519291467275065,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.585979278614207,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.519921152657706,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.362690367758156,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.503320854252471,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.457816944108932,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.460531560203583,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.509363492510281,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.635178767222325,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.440011280157034,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.430487585707684,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.488756229731518,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.552361061511515,"inf3","scenario 4","period"
"SPARK-AVE","F1",0.000218567486537895,"inf5","scenario 1","focal"
"SPARK-AVE","F1",0.00182841840044,"inf5","scenario 1","focal"
"SPARK-AVE","F1",0.756459120501179,"inf5","scenario 1","linear"
"SPARK-AVE","F1",0.710087752427599,"inf5","scenario 1","linear"
"SPARK-AVE","F1",0.723348956945448,"inf5","scenario 1","linear"
"SPARK-AVE","F1",0.299014700373936,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.344802423745098,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.320731927134858,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.314049617740597,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.277055812637493,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.296721884165306,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.314591257393852,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.300682604111324,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.305153206284358,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.441385469455485,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.428545746322761,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.34095315377392,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.26954797406998,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.141306653912449,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.333149739016987,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.475337060614197,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.254735554516824,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.289033629667704,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.295992277735925,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.405961643652971,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.351515043644774,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.255067460998342,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.210605776554845,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.347973552665465,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.165879898776919,"inf5","scenario 1","period"
"SPARK-AVE","F1",0.284584358473687,"inf5","scenario 1","period"
"SPARK-AVE","F1",0,"inf5","scenario 2","focal"
"SPARK-AVE","F1",0,"inf5","scenario 2","focal"
"SPARK-AVE","F1",0.553396869170562,"inf5","scenario 2","linear"
"SPARK-AVE","F1",0.499642604277093,"inf5","scenario 2","linear"
"SPARK-AVE","F1",0.786658677039433,"inf5","scenario 2","linear"
"SPARK-AVE","F1",0.168438152773264,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.330133839270855,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.298605811858361,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.323124669460844,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.3258719298184,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.355552514824121,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.178777386691303,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.377569129516656,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.312934626223631,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.0302024127597291,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.139336921289126,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.170706699861049,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.205178020840918,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.268443404116889,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.267581866499596,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.210996608305052,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.385442431723541,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.172935313090663,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.304631831875335,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.0724352763155517,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.255774090468007,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.223665894109876,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.116932440338389,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.259854030465899,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.0392460960566469,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.417845472389773,"inf5","scenario 2","period"
"SPARK-AVE","F1",0.00110291407448761,"inf5","scenario 3","focal"
"SPARK-AVE","F1",8.32188755281289e-05,"inf5","scenario 3","focal"
"SPARK-AVE","F1",0.717654943288884,"inf5","scenario 3","linear"
"SPARK-AVE","F1",0.779834916852246,"inf5","scenario 3","linear"
"SPARK-AVE","F1",0.690705947705662,"inf5","scenario 3","linear"
"SPARK-AVE","F1",0.124457416989148,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.121708838536975,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.0810794140750528,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.133524762378308,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.176208109247127,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.105381411297165,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.0860634477933323,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.0833721060891069,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.0433194977101362,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.117298793929642,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.044714800460864,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.114819011179211,"inf5","scenario 3","period"
"SPARK-AVE","F1",0,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.165285582957742,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.0507845482632855,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.185247655885033,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.186929279317896,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.143876976160413,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.011231879803508,"inf5","scenario 3","period"
"SPARK-AVE","F1",0,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.0121468437904526,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.141436484129603,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.0971136398891203,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.04530429592284,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.246893094779909,"inf5","scenario 3","period"
"SPARK-AVE","F1",0.0920886536604685,"inf5","scenario 3","period"
"SPARK-AVE","F1",0,"inf5","scenario 4","focal"
"SPARK-AVE","F1",0,"inf5","scenario 4","focal"
"SPARK-AVE","F1",0.445420138528018,"inf5","scenario 4","linear"
"SPARK-AVE","F1",0.445996896340182,"inf5","scenario 4","linear"
"SPARK-AVE","F1",0.446400502821437,"inf5","scenario 4","linear"
"SPARK-AVE","F1",0.142400735336943,"inf5","scenario 4","period"
"SPARK-AVE","F1",0,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.058772706300273,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.0711965915467751,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.104764469612137,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.162828544319616,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.0681432581695811,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.0407598541839197,"inf5","scenario 4","period"
"SPARK-AVE","F1",0,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.022964069206088,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.112806283994381,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.0772021908119398,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.0280798639588396,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.0841076124572204,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.10339265088977,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.101058638049617,"inf5","scenario 4","period"
"SPARK-AVE","F1",0,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.104547977504219,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.0773487323649237,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.0165241274262437,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.0941425805498643,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.105737587460057,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.0688989219858016,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.102879473242437,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.112698755654934,"inf5","scenario 4","period"
"SPARK-AVE","F1",0.0894145204058134,"inf5","scenario 4","period"
"SPARK-AVE","FPR",0.00152080729505578,"inf1","scenario 1","focal"
"SPARK-AVE","FPR",0.00300012221655502,"inf1","scenario 1","focal"
"SPARK-AVE","FPR",0.740468018507643,"inf1","scenario 1","linear"
"SPARK-AVE","FPR",0.743261584866737,"inf1","scenario 1","linear"
"SPARK-AVE","FPR",0.954490142017888,"inf1","scenario 1","linear"
"SPARK-AVE","FPR",0.00473603236350195,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.00450948562785592,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.00642084548453083,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.0056466874589802,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.00801868272680016,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.00454024263087452,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.00520397504509514,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.00301951329037552,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.00570620750707669,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.00410108070675101,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.00534089953569702,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.00470466190465107,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.00485769756357534,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.00370010202048019,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.0060254923972275,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.00344264326223309,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.00433682941738455,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.0041131642119676,"inf1","scenario 1","period"
"SPARK-AVE","FPR",0.00425509404588712,"inf1","scenario 1","period"
