"method","set","value","inf","inte_situ","pattern"
"GASTON-AVE","F1",0.549034659575256,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.538111533787375,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.486881915067462,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.541255515724406,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.432389058129602,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.607242913096344,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.450730689749485,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.446963590984548,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.367561904297592,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.428169563186786,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.494673846318174,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.464316214159221,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.575565658316883,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.392718773383484,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.636944628907365,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.485393230526291,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.440507237858716,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.590902729636937,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.42721940557948,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.487364877941504,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.515556890383919,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.591530611904722,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.497224344745336,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.499718706270559,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.437559874122278,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.538199270877379,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.472304965148608,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.510752470112491,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.431768878155264,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.529077321102909,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.425841427550841,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.42027701317365,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.30863457988504,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.420882999508648,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.383282058067849,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.522902104353689,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.519799871030944,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.544962877319719,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.409055532705878,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.441752830892606,"inf1","scenario 1","focal"
"GASTON-AVE","F1",0.607922888684703,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.690651471833735,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.648585896387966,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.678403671558407,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.728211768993669,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.572409554256692,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.65926957635022,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.60490033917291,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.687608159242704,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.627982661390631,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.60290340706075,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.681098512567535,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.528247630240643,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.735342884333354,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.672991919568515,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.671213466249351,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.799545434027527,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.667395920575911,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.551404720655647,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.687755863020653,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.687322574518824,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.664500456824697,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.643314055104153,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.600522778178965,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.678875953919151,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.5503202515671,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.573457652953785,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.648965836902095,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.603319436955939,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.58470468446456,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.597177196935559,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.716109187381296,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.585163865705963,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.595341048356254,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.695507469176091,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.641519622152154,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.697024200276723,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.705838702772061,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.756094009713818,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.673714796887885,"inf1","scenario 1","linear"
"GASTON-AVE","F1",0.597930246469284,"inf1","scenario 1","period"
"GASTON-AVE","F1",0.89969545804665,"inf1","scenario 1","period"
"GASTON-AVE","F1",0.826621280250284,"inf1","scenario 1","period"
"GASTON-AVE","F1",0.735641656583797,"inf1","scenario 1","period"
"GASTON-AVE","F1",0.80563607757305,"inf1","scenario 1","period"
"GASTON-AVE","F1",0.797058056216471,"inf1","scenario 1","period"
"GASTON-AVE","F1",0.73706848655352,"inf1","scenario 1","period"
"GASTON-AVE","F1",0.782386012221146,"inf1","scenario 1","period"
"GASTON-AVE","F1",0.829508078798792,"inf1","scenario 1","period"
"GASTON-AVE","F1",0.831082245206319,"inf1","scenario 1","period"
"GASTON-AVE","F1",0.918677340602359,"inf1","scenario 1","period"
"GASTON-AVE","F1",0.888915163397618,"inf1","scenario 1","period"
"GASTON-AVE","F1",0.905083371974504,"inf1","scenario 1","period"
"GASTON-AVE","F1",0.881701364499252,"inf1","scenario 1","period"
"GASTON-AVE","F1",0.808859555142143,"inf1","scenario 1","period"
"GASTON-AVE","F1",0.784848634489481,"inf1","scenario 1","period"
"GASTON-AVE","F1",0.716758204468425,"inf1","scenario 1","period"
"GASTON-AVE","F1",0.750492616114356,"inf1","scenario 1","period"
