"TPR","FPR","F1"
0.476090051434483,0.065895293290875,0.460179863905554
0.291427289605653,0.0662248235012699,0.308805193622459
0.318,0.0684444444444444,0.328852119958635
0.42,0.0611111111111111,0.426395939086294
0.402,0.0688888888888889,0.397626112759644
0.42,0.064,0.420841683366733
0.3,0.0626666666666667,0.321888412017167
0.348,0.0708888888888889,0.350453172205438
0.3,0.0728888888888889,0.306748466257669
0.248,0.0691111111111111,0.26524064171123
0.424,0.0642222222222222,0.423576423576424
0.28,0.0604444444444444,0.307017543859649
0.312,0.0702222222222222,0.320987654320988
0.356,0.0644444444444444,0.367768595041322
0.374,0.0657777777777778,0.380467955239064
0.422,0.068,0.414945919370698
0.38,0.0695555555555556,0.378863409770688
0.352,0.0651111111111111,0.363261093911249
0.36,0.0648888888888889,0.37037037037037
0.298,0.0653333333333333,0.316012725344645
0.314,0.064,0.332275132275132
0.458,0.0684444444444444,0.441658630665381
0.528,0.0744444444444444,0.480436760691538
0.354,0.0562222222222222,0.380645161290323
0.348,0.0702222222222222,0.351515151515152
0.298,0.0637777777777778,0.318376068376068
0.302,0.0691111111111111,0.313929313929314
0.406,0.0637777777777778,0.41010101010101
0.274,0.0628888888888889,0.297826086956522
0.336,0.0724444444444445,0.338028169014084
0.324,0.0633333333333333,0.342133051742344
0.398,0.07,0.392504930966469
0.332,0.072,0.335353535353535
0.226,0.0604444444444444,0.255367231638418
0.278,0.0688888888888889,0.292939936775553
0.238,0.0611111111111111,0.266219239373602
0.312,0.072,0.318367346938775
0.462,0.0711111111111111,0.439581351094196
0.376,0.0611111111111111,0.390446521287643
0.376,0.0655555555555556,0.382502543234995
0.318,0.0664444444444444,0.331941544885178
0.372,0.0628888888888889,0.38390092879257
0.246,0.0624444444444444,0.27212389380531
0.308,0.0593333333333333,0.334419109663409
0.282,0.0651111111111111,0.301927194860814
0.316,0.0653333333333333,0.331932773109244
0.326,0.0688888888888889,0.335046248715313
0.304,0.06,0.329718004338395
0.328,0.0684444444444444,0.337448559670782
0.408,0.0715555555555556,0.39766081871345
