"TPR","FPR","F1"
0.959752542410979,0.101768186001787,0.667499264642366
0.965981464860135,0.0606036669163464,0.769272836094467
0.969952904236775,0.250308390567451,0.459396299223759
0.95349870359216,0.253162676730123,0.45061771568844
0.991164502540912,0.177124904842632,0.55290639073776
0.978527050315594,0.236495495553316,0.476518268498137
0.962944057179452,0.128005612554171,0.618263714744023
0.984466064031149,0.243974996246813,0.471009234590328
0.972786178171098,0.16316514018875,0.565364233822702
0.95983027366722,0.20117189461581,0.509142820931793
0.971765992423565,0.216907676818449,0.495301768083821
0.976537479091954,0.216801879147855,0.497249767564131
0.967751451872813,0.223863807630485,0.48599884584793
0.976319928578632,0.212696561592847,0.50188798295898
0.967107623605389,0.174427872376495,0.546858341958381
0.956552948585751,0.152231611518392,0.57508698336719
0.98459720606119,0.267911991809555,0.447971270981002
0.985749137987835,0.324844870656628,0.401580062883626
0.97390983748649,0.229017298077088,0.482723183856988
0.957605912841323,0.139692534620703,0.595741183260637
0.978956933930745,0.101043829780394,0.677865534829572
0.985733635614434,0.252496249169031,0.462981383600997
0.957553451212887,0.19357428824422,0.517635346363728
0.977281343364516,0.202204620433854,0.514748330292985
0.95768806886319,0.227848695094335,0.477849352214082
0.964344800742359,0.159452999134433,0.567358132928168
0.979843446746374,0.290647263533225,0.426420390778511
0.977639639118444,0.317680095816582,0.404253896310055
0.970153575881629,0.241437158111,0.468323905330393
0.976223394475277,0.154665446191381,0.579668545558251
0.962027246877271,0.174685931779188,0.544410092581874
0.977877457876674,0.139261334893166,0.605266488422489
0.963649659702713,0.17009365750784,0.551524799892202
0.976401672460841,0.290885618554789,0.42504247438901
0.978804603079549,0.19881909894383,0.519511017994371
0.976292270325513,0.151345884881838,0.584885417926994
0.959667618342209,0.110327847342726,0.650045172723323
0.966912900624217,0.240400485715673,0.468180054427303
0.974969443117489,0.204457632050385,0.511112409199324
0.986633009400401,0.273035958781563,0.444033589737264
0.962,0.331777777777778,0.388843977364592
0.964,0.0828888888888889,0.711439114391144
0.968,0.227333333333333,0.482311908320877
0.97,0.0891111111111111,0.6998556998557
0.962,0.228222222222222,0.479083665338646
0.982,0.236666666666667,0.477626459143969
0.958,0.240666666666667,0.464597478176527
0.988,0.192222222222222,0.531468531468532
0.996,0.160222222222222,0.579406631762653
0.948,0.22,0.482688391038697
